No,News Title,Category
40819,'The Fault in Our Stars' New York Premiere,Entertainment
63761,Commuters face unknown when northbound Pulaski Skyway lanes close Saturday,Economy
26854,Bob Dylan Song Wins Big at Auction,Entertainment
14090,"Google I/O 2014 to unveil new Android version, wearables",Technology
57224,McDonald's In The Frying Pan,Economy
50979,Retelling of 'Noah' takes major liberties,Entertainment
58747,27/08/2014Climate change poses growing health threat: UN,Technology
24614,Rolf Harris guilty,Entertainment
3602,"Stock futures up, looking past China to retail sales",Economy
57093,Surface Pro 3 vs. iPad Air: Which is Better for Business?,Technology
53428,Hollywood News: Tom Hanks preparing to reunite with Steven Spielberg,Entertainment
260,"Meet Nicola Peltz, Hollywood's Newest Action Babe",Entertainment
54333,Cannes Presents: 'The Search',Entertainment
16244,Ben Affleck's card-counting kerfuffle: Life imitates art,Entertainment
60160,Facebook launches optional Nearby Friends feature for Android and iOS,Technology
7863,NASA Satellite to Inventory Climate-Changing Carbon From Space,Technology
15241,Iraq concerns lift top-rated euro zone bonds but Fed limits gains,Economy
41500,"As its suitors amass, T-Mobile beats out its competitors in Q2 subscriber growth",Technology
19153,Survey finds Americans largely optimistic about science,Technology
34619,PS4 top-selling US console in June despite Kinect-less Xbox One launch,Technology
36957,3 major hurdles for any Apple-Comcast streaming TV deal,Technology
48,"Pfizer confirms AstraZeneca bid, still chasing $100 billion deal (Video)",Economy
13053,"Motorola reveals Moto E, even cheaper than the Moto G",Technology
288,L'Wren Scott's funeral to be held in Los Angeles - report,Entertainment
39845,Singer Glen Campbell placed into healthcare facility,Entertainment
54334,"Christ Bearer, Wu-Tang Affiliated Rapper, Cuts Off Penis in Suicide Attempt",Entertainment
3418,George Clooney ends UN peace role,Entertainment
51411,Hitting The Trunk Road | SXSW Music Communal Experiences,Entertainment
30879,Robert Pattinson's sister Lizzy Pattinson is officially going to be on The X Factor,Entertainment
57545,The Bachelorette 2014 Spoilers Episode 7: Nick Viall Sneaks Into Andi  ...,Entertainment
13448,Obama's climate plan is already working — in China,Technology
58767,New York Attorney General accuses Barclays of 'dark pool' fraud,Economy
34540,Lenovo recalls batteries,Technology
50092,Mount St. Helens eruption photos: Trail Blazers coverage helps earn access to  ...,Technology
49289,Ohio Gas Prices Continue to Drop After Holiday,Technology
33725,Art hoarder Gurlitt leaves trove to Swiss art museum,Entertainment
55960,Flower Mound actress is inspired by making movies with big stars Adam Sandler  ...,Entertainment
50557,Ithaca Energy prices its notes offering,Economy
26381,Hesse says he's OK not leading merged Sprint/T-Mobile (Video),Technology
44256,Social Media Buzz: 'Rio 2′ to Fly High Above Box Office,Entertainment
34576,Snow White and the Huntsman is getting a Kristen Stewart-less sequel,Entertainment
2184,Privacy Files: Terms of Trust,Technology
4759,"Fixed-Income Results Tied to Business Mix, Analysts Say",Economy
4402,"Hello, Gorgeous! Sinéad O'Connor Goes Shockingly Glam for New Album Cover",Entertainment
35683,"James Franco Called One New York Times Critic a ""Little Bitch"" On Instagram",Entertainment
59811,French Montana: Twitter Reacts To Khloe Kardashian Dating Rumors,Entertainment
2774,Facebook's Nearby Friends service will share your exact location with friends,Technology
43069,Katherine Webb & AJ McCarron -- 4-MONTH ENGAGEMENT ... We Don't Wanna  ...,Entertainment
55153,Oversight committee would review Detroit spending for 20 years under pending  ...,Economy
61758,Former P&G Executive Suggested By President To Head VA,Economy
7343,Average gas price edges up in Yakima,Technology
25886,"Supreme Court rules against TV-streaming service Aereo, effectively kills company",Technology
35546,"Health Tracking Platform, Google Fit, May Be Unveiled At Google I/O 2014",Technology
2454,"As Kim Kardashian marries Kanye West, New York Sports Clubs burns Kris  ...",Entertainment
58556,'Star Wars: Episode 7' Cast Adds Two Newcomers,Entertainment
4745,George Clooney Disses Steve Wynn in Las Vegas Over Obama Care After a  ...,Entertainment
54483,A Thorough and Barely Necessary Dissection of the VMA Nominations,Entertainment
33274,"Ariana Grande, Jessie J & Nicki Minaj New Single 'Bang Bang' (VIDEO)",Entertainment
57510,iPad trade-in program kicks off in Apple Stores,Technology
21634,Web Hosting Firm Throttles FCC Access to 28 kbps in Protest,Technology
34552,"Tributes to soul legend Bobby Womack, dead at 70",Entertainment
16055,Tesla Is as Smart as It Gets,Technology
54438,Gotham extended trailer is released,Entertainment
62976,Tibetans inherited 'super gene' from extinct humans to survive life on the Roof of  ...,Technology
28947,Lifetime Will Produce a Whitney Houston Biopic,Entertainment
34769,Plane and simple: Courtney Love,Entertainment
50456,Pfizer considers $100bn bid for AstraZeneca: report,Economy
19166,How and Why the Heartbleed Bug Got Its Name,Technology
61270,'The Walking Dead' Finale Was The Perfect Reset Button For Season 5,Entertainment
31331,Watch: Emimen says sorry to his mum in 'Headlights' video,Entertainment
42447,"Men's Wearhouse will acquire Jos. A. Bank, ending battle of the suits",Economy
21757,TGIf: Movie capsules for the week starting May 9,Entertainment
60686,McCartney returns to stage after brief hospitalization with virus,Entertainment
8384,Transcript of a Press Conference On the Concluding Statement of the US Article  ...,Economy
48453,"Taiwan building US$100mil port in South China Sea, no protest from China",Economy
17365,Jacques Cousteau's grandson leads aquanaut team on record-breaking ocean  ...,Technology
50561,"A galaxy far, far away in Abu Dhabi: State-backed media hub says 'Star Wars  ...",Entertainment
65445,Sony tries out virtual reality,Technology
5733,US Chamber and NAM Rally Hundreds for Export-Import Bank,Economy
42049,FTC officials back Tesla's direct-to-consumer car sales model,Technology
15604,Justin Bieber Posts Photo Sitting in Yovanna Ventura's Lap — Are They Dating  ...,Entertainment
17952,"Yes, The Secret Service Would Shoot Mr. Met In An Instant, In Case You Were  ...",Entertainment
36964,"Windows Phone 8.1 update takes Cortana to China, UK, and three other countries",Technology
16047,HIGHLIGHTS: Comments from Chinese Premier Li Keqiang,Economy
42352,"Matthew Cowles Death: 'All My Children' Actor Dies At 69, Actress Wife Christine  ...",Entertainment
33430,"Xbox One Titanfall to launch at 792p, might increase later",Technology
11933,Belle Knox Offers Duke Basketball Team An Extremely NSFW Incentive To Win  ...,Entertainment
4076,Another Apple-Samsung Battle Heads To Court,Technology
59745,Rihanna leaves NOTHING to the imagination in racy sheer embellished halter  ...,Entertainment
30462,"Google Glass Gets Android 4.4 Kitkat and New Features, Samsung Patents  ...",Technology
14253,"Mother, Mom, Mama, Mommy, Ma",Entertainment
44089,Zillow buys Trulia for $3.5B in mega real estate deal,Economy
38504,Poll: Who Is the King/Queen of Evening News?,Entertainment
9144,"Hot Movers: Apple Inc. (NASDAQ:AAPL), Black Berry Ltd (NASDAQ:BBRY  ...",Technology
37147,Motorola 6.3-inch phablet tipped for third-quarter launch,Technology
43952,Linn Energy to acquire Devon non-core U.S. properties for $2.3B,Economy
64001,Gregg Allman Biopic Death -- Director Charged in Fatal Train Track Accident,Entertainment
54971,(click the phrases to see a list),Economy
57591,Google secretly working on Android tv set-top box to compete Amazon and Apple,Technology
20914,Fetching 'Peabody & Sherman' tops box office,Entertainment
42801,Murphy directs his cast to greatness in this timeless classic,Entertainment
583,"Alliant to Merge Defense Business Unit With Orbital, Plans Split -- 2nd Update",Economy
62371,"Bitcoin Is Taxable, IRS Claims",Economy
21996,REFILE-Swan song for dead parrot? Pythons say reunion will be last,Entertainment
57996,"'Notebook' star Ryan Gosling wanted Rachel McAdams off the set, director reveals",Entertainment
22009,ODNR: Fracking well probable cause for earthquakes,Economy
56485,BlackRock Names Hallac Co-President in Reorganization,Economy
63629,US: New Home Sales Fall 14.5% in March,Economy
28964,Insider trading costs former BP employee $224000,Economy
11166,iOS 8 release date at WWDC 2014? Apple set for busy year with iPhone 6  ...,Technology
51864,"Uber Cuts Prices in NYC, Claims It's Now Cheaper Than Taxis",Economy
34533,Print me your ear: Team 3D print Van Gogh's infamous ear,Entertainment
26680,Captain America: The Winter Soldier's Chris Evans Says Marvel Has The Midas  ...,Entertainment
48945,Turkish President Gul condemns Twitter ban,Economy
28122,Zac Efron Shows He's Still Incredibly Hot In Full Drag In A Fun Skit,Entertainment
36387,"Wall Street to digest weak China, Japan data",Economy
59678,Sony Vaio Fit 11A Recall Because Of Battery Overheating Risk,Technology
57488,'Dom Hemingway': Jude Law Takes A Gritty Role In A Low-Budget Meathead Of  ...,Entertainment
14805,The Amazing Spider-Man 2 spends second week at top of UK box office,Entertainment
11570,Sad Kanye West really didn't enjoy zip-lining with Kim Kardashian,Entertainment
61633,Pfizer ditches pursuit of AstraZeneca,Economy
25724,Scientists Introduce 'Chicken From Hell' Dinosaur to World,Technology
64686,Rihanna backtracks on Palestine tweet,Entertainment
46934,International report charts path to deep carbon cuts,Technology
13562,"Review: iPhone 6? vs Samsung Galaxy S5 – Design, Prices, Battery Life & Specs",Technology
33681,Title revealed for upcoming Batman V. Superman film,Entertainment
10258,Netflix Officially Raises Price for New Customers,Technology
33694,Fiat chiefs confirm Lancia to only sell cars in Italy,Economy
27550,Coldwater Creek Wins Approval of Loan to Fund Liquidation (1),Economy
59163,AC/DC rumoured to be retiring following claims guitarist Malcolm Young is ill,Entertainment
18882,UK regulator probes Facebook's psychological experiment,Technology
45404,"Deals Rumor Mill: Airbnb, Strauss-Kahn, Whampoa",Economy
45734,Traditional or Roth IRA: Which Is the Best for You?,Economy
62190,Will Miley Cyrus teach Lily Allen to twerk when she joins the Bangerz tour?,Entertainment
4532,Coldplay's Chris Martin Joins 'The Voice' As NBC Reboots Format,Entertainment
15812,Colbert says he's 'thrilled' to succeed Letterman on 'Late Show' visit,Entertainment
59983,US trade deficit falls 5.6 percent to $44.4 billion as exports hit record high and  ...,Economy
10976,Most expensive divorce ever?,Economy
46574,'Savings Catcher',Economy
23659,"Bobby Womack, a colorful R&B singer-songwriter dies. He was 70.",Entertainment
23879,"Target expands subscription service, rivaling Amazon",Economy
46385,Jet disaster averted in Barcelona near-miss,Economy
56807,Industry Agrees To Ban 'Microbeads',Economy
46217,Google Glass One-Day Sale: $1500 for High-Tech Eyewear,Technology
54302,Owl Cam Season!,Technology
19314,Smokin'! This year's Maxim's Hot 100 List is here and it is chock-full of sexy women.,Entertainment
63843,"Time Warner Investors Want Higher Bid, More Cash From Murdoch",Economy
64477,Toyota Agrees to $1.2 Billion US Fine for Hiding Car Malfunctions,Technology
15818,"American, US Airways will stop listing on Orbitz American Airlines and US  ...",Economy
18379,Country music singer Kevin Sharp dies at age 43,Entertainment
34320,'Kill Switch' Bill To Deaden Stolen Smartphones Advances in Calif.,Technology
48205,Kristen Bell Is Pregnant With Baby No. 2,Entertainment
26409,IPO Report: CBS Outdoor Americas (CBSO),Economy
28393,Rolf Harris denies sex assaults,Entertainment
34348,Sycamore Partners signals purchase of Express,Economy
40535,Grains Futures Charts (Soybean - Corn - Wheat ) - June 16,Economy
18651,Top Twenty Gay Friendly US Cities From NerdWallet.com,Technology
14852,Ming-era wine 'chicken cup' could fetch record price of HK$300m,Entertainment
63459,Malaysian Airlines MH370: live,Economy
20297,"Diamonds, Fur And No Bra: Rihanna Proves Fashion Icon Status at CFDA Show  ...",Entertainment
29409,US STOCKS-Wall St near flat as deal news offsets housing data,Economy
28811,Samsung Galaxy Grand Z available online at Rs 18499,Technology
49847,Want to Make Computers Strong? Use Diamonds!,Technology
26282,Oracle to acquire Micros Systems,Technology
1137,Top 10 Harrison Ford films,Entertainment
28854,General Motors adds 971000 cars to ignition recall,Economy
27181,Victoria Secret's Model Candice Swanepoel Tops the 2014 Maxim Hot 100 List,Entertainment
34230,Audio is the reason for Titanfall's 48GB install on the PC,Technology
3397,REN TV crew barred from covering Ukrainian presidential election,Economy
44875,How Oculus Goggles Became More Than a Virtual Reality,Technology
43417,Microsoft CEO Nadella Risks Rough Reception of May 20 Surface Unveiling,Technology
21399,Lawmaker Accuses GM of “Criminally Deceiving” the Gov't,Technology
50931,Joint venture to create auto interiors company,Economy
46326,Airlines to push for independent guidance on airspace safety after MAS crash,Economy
46394,Bangladesh Marks First Anniversary Of Garment Factory Tragedy,Economy
35422,Amazon sending out credit to customers affected by ebook price fixing settlement,Economy
55862,"Microsoft restructuring will cost 18000 jobs, most in Nokia unit",Technology
15430,Apple Agrees to Provide a Kill Switch on iPhones in 2015,Technology
18039,Is AC/DC retiring?,Entertainment
4562,Zacks Downgrades Moneygram International to Underperform (MGI),Economy
5614,West Virginians remember moon landing,Technology
49247,Living by the Bonnaroo Code,Entertainment
2205,Friends Surprised Gwyneth Paltrow And Chris Martin Didn't 'Consciously  ...,Entertainment
26280,The launch of 'Titanfall' will push the Xbox One to its limits,Technology
8848,Sugar Land native Allison Tolman starring in new FX Series Fargo,Entertainment
47311,VC industry vents its fury on FCC's 'net neutrality' plan,Technology
15215,The Walking Dead's Chandler Riggs to Appear on Talking Dead Next Season,Entertainment
13558,Tony Bennett and Lady Gaga record 'Cheek To Cheek',Entertainment
49038,Toyota settlement for 1.2 billion,Technology
25257,Street closures during the New York City July 4th fireworks,Entertainment
43656,Mazda6 recalled for spider infestations,Technology
22698,Footloose with Kevin Bacon Dances The Tonight Show,Entertainment
19478,The Black Cab protest gave Uber an 850% boost,Economy
10800,"Anna Wintour, Hillary Clinton's journalist of choice",Economy
24955,Fast-food worker strike to go global,Economy
25199,JK ROWLING has published a brand new Harry Potter story on the internet.,Entertainment
3548,"Target Investors Should Replace Seven Directors, ISS Says",Economy
29164,First Official Jurassic World Set Pics Emerge & Bryce Dallas Howard Is Looking  ...,Entertainment
12664,Victoria's Secret Angel Candice Swanepoel Grabs No. 1 Spot On Maxim's Hot  ...,Entertainment
42877,TV networks' plea to viewers: Watch now!,Entertainment
9206,"Sherri Shepherd, Jenny McCarthy out as co-hosts of 'The View'",Entertainment
12484,Colombia bids farewell to a literary giant,Entertainment
50997,MTV Movie Awards 2014 Winners & Nominees: Seth MacFarlane and Mila Kunis  ...,Entertainment
58610,New Samsung UHD TVs offer more 4K content and lower starting prices,Technology
63197,Global warming rules upheld,Economy
63675,Amazon Bookworms Meet the Boob Tube,Technology
16961,'Five Star': A coming-of-age story about Brooklyn's gang culture at the Tribeca  ...,Entertainment
23000,AP's Word For Today's System Crash at HealthCare.gov: 'Stumble',Economy
63384,Argentina hits 2nd debt default in 13 years after US creditor talks collapse,Economy
61718,Bieber goes to Japan and manages to offend - again,Entertainment
2063,Easter traditions draw on folk customs,Entertainment
44497,Kim Jong Un Is Not Impressed By James Franco and Seth Rogen's New Film,Entertainment
57801,Can Comcast improve its dismal customer service?,Economy
45327,Google hit by flood of removal bids after ruling,Technology
22859,VIDEO: Beats Announces Athlete-Friendly Powerbeats 2 Wireless Earphones,Technology
15849,"UPDATE 3-McDonald's workers protest low wages, more than 100 arrested",Economy
13257,Applications for US jobless aid up 2000 to 304000,Economy
34486,"EUR/USD trims gains on solid US factory, labor market data",Economy
8163,Google Maps Feature Lets Users Look Back In Time,Technology
41495,"Court Order Barring Sales by Seacrest's Typo ,BlackBerry Wins",Technology
7236,Game of Thrones Finale Had Millions More Viewers Than Last Year,Entertainment
45711,TweetDeck shut down by Twitter after same message gets retweeted thousands  ...,Technology
46936,$100 bills hidden all over San Francisco,Economy
63053,I Wanna Marry 'Harry': A Reality Show Tricking Royal-Obsessed Americans,Entertainment
25279,Facebook Aquires Virtual Reality. Prepare for the Future!,Technology
49561,Search for missing Malaysia Airlines jet: As it happened on Sunday,Economy
26151,Android Wear-Based LG G Watch Goes on Sale Worldwide,Technology
42289,US stocks fall on retail earnings as small-cap shares retreat,Economy
39934,"Jack Gold: Microsoft re-Surfaces the Pro, for the enterprise",Technology
16951,Hip-hop star Chris Brown's trial delayed,Entertainment
36833,Director Edgar Wright quits Marvel's Ant-Man movie,Entertainment
18984,12.9 inch Bigger Jumbo iPad: Apple Gets Ready To Revitalize Tablet Business,Technology
54634,Letter: Carbon pollution protections good for America,Economy
26416,Sony signs 'Made in Chelsea' product placement deal,Technology
12857,Alibaba Files to Go Public in US IPO of E-Commerce Giant,Economy
53544,Gasoline prices rising with violence in Iraq,Technology
44424,"Here's Everything You Can Do With The Surface Pro 3, Microsoft's New  ...",Technology
60574,World leaders mourn death of Nobel laureate novelist,Entertainment
53952,Starbucks Inks Duracell Deal for Store Charging Stations,Technology
45766,Leonardo DiCaprio Dances Around Rave Style At Coachella [Video],Entertainment
47781,I never slept with Lindsay Lohan: James Franco,Entertainment
44531,Pippa Middleton claims she has been publicly bullied since the royal wedding,Entertainment
36508,End of the road for India's iconic Ambassador car,Economy
3948,"Pfizer's promises to protect jobs are meaningless, says Labour",Economy
48099,Ford Mustang 50 Year Limited Edition,Technology
62782,Kardashian-Kanye wed in Florence fortress,Entertainment
34411,"In UN speech, Argentina remains defiant on debt",Economy
20659,Sharp rise in new orders for manufacturing sector - Investec PMI,Economy
55552,Lavazza To Send An Espresso Into Space For Astronauts,Technology
5735,Report: US in Another Probe of Credit Suisse,Economy
3161,Gwyneth Paltrow Amicably Splits from Chris Martin,Entertainment
16453,Michael Jackson Hologram Performs 'Slave to the Rhythm' at 2014 Billboard  ...,Entertainment
57267,Rihanna and Eminem announce a 'Monster' summer tour,Entertainment
14342,New personalised chat stickers now available on BBM app,Technology
3348,"Nirvana, Kiss and the E Street Band join rock hall",Entertainment
22182,"Gotham Gets Its Official Series Order At Fox, Trailer Could Debut Tonight",Entertainment
47746,Tesla's Elon Musk Declares 'All Our Patents Belong to You',Technology
31917,Justin Bieber investigated for attempted battery?,Entertainment
46727,Tim Cook waxes eloquent on Apple's 'green side' in new video,Technology
34002,Toyota expanding Ann Arbor-area facility as company relocates US  ...,Economy
7496,T-Mobile just put Sprint's 'Framily' plans to shame,Technology
9778,News & Analysis Marvell to Hitch Apple's Smart Home Ride,Technology
9200,Big Bang a big question for most Americans,Technology
58429,THE KARDASHIANS: THE WEDDING IS HAPPENING,Entertainment
45546,Fruit rivals to merge and form world's largest banana company,Economy
27442,HTC One (M8) launch liveblog,Technology
39342,Quentin Tarantino's Lawsuit Against Gawker Has Been Dismissed,Entertainment
44389,Gas prices expected to hit 6-year high for Fourth of July,Economy
40654,Amy Purdy Dancing With the Stars Contemporary Video 3/31/14 #DWTS,Entertainment
11480,Iconic places during the Earth Hour,Technology
1453,Watch Dave Chappelle tell Jimmy Fallon about meeting Kanye West for the first  ...,Entertainment
64512,Kim Kardashian and Kanye West,Entertainment
3012,Candy Crush King's Reign Could End After IPO,Economy
31766,Movie Review TRANSCENDENCE,Entertainment
59237,Malaysia Airlines: Co-pilot spoke missing plane's last word,Economy
56496,"Melissa McCarthy Is Finally Her Own Heroine In ""Tammy""",Entertainment
59930,Lana Del Rey Performs 'Ultraviolence' For The First Time At Vancouver Show,Entertainment
26781,"BNP to Pay Up to $9 Billion, Plead Guilty to End Probe, WSJ Says",Economy
65389,Lapping up the luxury... Kim leads the Kardashian pack during exclusive $45m  ...,Entertainment
25643,Hewlett-Packard Slashes 16000 More Jobs,Economy
33717,"With Galaxy S5, Samsung Proves Less Can Be More",Technology
37926,"Mega Fish Tank Bursts At Disney World, Turns Cafe Into Waterpark (Video)",Economy
12660,The Saga Continues: Wu-Tang Clan Plans to Sell 1 Copy of 'Secret' Album,Entertainment
32303,Sunshine Makes All the Difference: Retail Sales Show Improving Economy,Economy
38503,The mastermind behind Google+ Vic Gundotra resigns abruptly,Technology
48449,Bayer says looking for opportunities to grow animal health unit,Economy
37830,Neanderthal cavemen ate veggies,Technology
9383,Top 10 Brittany Murphy films,Entertainment
33021,Worth Your Pledge: Frat vs. family comedy Neighbors won't haze you,Entertainment
36996,Victoria Beckham's Country Bumpkin Makeover Is Complete,Entertainment
62027,Disney confirms 'Cars' and 'The Incredibles' sequels,Entertainment
25917,IRIAF Holds Aerial Parades on National Army Day,Economy
60787,Chinese shares led Asia markets down on Monday,Economy
17388,'Dawn of the Planet of the Apes' director Matt Reeves on the sequel's original  ...,Entertainment
50475,Fox announces fall 2014-15 schedule,Entertainment
6711,Video captures One Direction with joint,Entertainment
11063,GM to move Cadillac SRX production to Tennessee - KTVN Channel 2 - Reno  ...,Technology
18784,US stocks edge lower in early trading,Economy
4703,Sofia Coppola to direct live-action The Little Mermaid movie,Entertainment
7914,Snapchat Settles With FTC Over Its Users Being Idiots,Technology
21417,Johnny Weir Opens Up About Divorcing Abusive Husband Victor Weir-Voronov,Entertainment
53565,Miley Cyrus Wants The Media To “Shut The Fuck Up” About Her Hospitalization  ...,Entertainment
36427,TRANSFORMERS: AGE OF EXTINCTION To Debut In Hong Kong,Entertainment
9174,The cloud and mobile are two facets of one thing: Microsoft CEO Nadella,Technology
4878,LG round smartwatch teaser is out,Technology
32349,Stocks move higher as investors assess US economy and earnings  ...,Economy
17356,World Court Orders Halt To Japanese Whaling,Technology
20629,"'Homeland,' 'Meet the Parents' Star James Rebhorn Dies",Entertainment
41423,UPDATE 4-Japan drugmaker Takeda to fight $6 bln damages awarded by US jury,Economy
29478,Watch: Beyoncé & Jay Z's “On The Run Tour” Rehearsals,Entertainment
58659,Minnesota spring corn planting off to a slow start,Economy
30918,AstraZeneca rejects Pfizer's final offer,Economy
15956,"Google+ Stories, Movies Make it Easy to Share Memories",Technology
37415,"Patrol, police hunting for distracted drivers",Technology
42166,REVIEW: Johnny Depp and crew fail at 'Transcendence',Entertainment
59392,Swiss Bank to pay $2.6 bn for helping rich Americans evade taxes,Economy
10524,Adrian Mole author dies,Entertainment
62233,Justin Bieber faces new 'n-word' accusation after apology,Entertainment
50878,Conference slams racial tensions in Vietnam,Economy
15905,Many ATMs still using Windows XP: Microsoft,Technology
53234,Game of Thrones director discusses controversial rape scene,Entertainment
36872,Overnight Markets: Wall Street down as Ukraine casts a shadow,Economy
15290,A Sleek New Hearing Aid That Solves a Nagging Problem,Technology
46448,Climate Change's Risk To Economy Assessed By Bipartisan Report,Economy
26912,Roll Call: Lindsay Lohan Officially Headed To London's West End In 'Speed-The  ...,Entertainment
7611,US new-home sales rise 6.4 percent,Economy
3957,Robin Thicke: I Haven't Seen Paula Patton in 4 Months,Entertainment
54180,"BofA suspends plans to hike dividend, buy shares",Economy
64908,The Mustang Turns 50 Today! Can You Identify the Car's Pop Culture Spots?,Technology
49606,USDA: $24 million available for citrus greening research,Economy
58934,Posted by Shoaib-ur-Rehman Siddiqui,Economy
52969,Apple (AAPL) Introduces 8GB iPhone 5C in Europe,Technology
38143,"George RR Martin, 'Game of Thrones' Stars Greet Fans at Barclays Center",Entertainment
34857,FCC web woes extend net neutrality deadline,Technology
36924,"The Boeing 777 has excellent track record, experts say",Economy
22889,Universe evolution recreated in laboratory,Technology
24533,Austin MotoGP: Marc Marquez 'still not 100% fit',Technology
39060,Samsung sweetens Galaxy S5 debut deal to stay in top position,Technology
64101,Bang Bang Or Bust! Nicki Minaj Barely Escapes A Wardrobe Malfunction On The  ...,Entertainment
34202,"Microsoft Corporation Beats EPS, Revenues; Shares Jump in After Hours  ...",Economy
35114,Sofia Vergara & Nick Loeb Split & End Engagement,Entertainment
9712,"Shanghai shares up, buoyed by urbanization plan",Economy
5111,The Daily Dish,Entertainment
4139,Elisabeth Hasselbeck BLASTS Rosie O'Donnell on Fox News!,Entertainment
64661,Hyundai apologizes for overstating fuel efficiency,Technology
60585,New Releases with Brett Wickard from Bull Moose,Entertainment
51998,Climate Action Plan - Strategy to Cut Methane Emissions,Economy
17979,Detailed restructuring plan of Malaysia Airlines expected to be announced by  ...,Economy
52482,Why next-gen Xbox One and PS4 games aren't coming until 2015,Technology
49556,"Bitcoins are property not currency, says US Internal Revenue Service",Economy
32187,UnitedHealth poised to expand exchange presence,Economy
15787,"Snapchat settles with FTC, faces 20 years privacy oversight",Technology
42731,THE REGULARS: Why don't Republicans care about Americans without health  ...,Economy
42757,"Cavallari, Cutler welcome 2nd son (w/video)",Entertainment
30464,Columbus Short Denies He Was Involved in Fight Prior to Texas Arrest,Entertainment
3897,Fed statement balanced - but rate projections are moving higher,Economy
12697,Mars-Bound Comet: Photos of Comet C/2013 A1 Siding Spring (Gallery),Technology
33565,Egypt court sentences 2 Morsi supporters to death,Economy
55563,"Stocks In No-Man's Land, but Catalytic Levels Are Clear",Economy
31822,'Big Brother 16': First Houseguest Evicted,Entertainment
19826,"Garco gives in, agrees to recall infant seats",Technology
16654,Beijing Evacuates Chinese Workers from Vietnam after Rioting,Economy
14076,Wiz Khalifa scraps Adele collaboration,Entertainment
45866,"As Expected, RBI Leaves Repo Rate, CRR Unchanged",Economy
14775,"Rob Kardashian, Adrienne Bailon 2014: Reality Star Responds To Ex  ...",Entertainment
51809,Brazil thieves steal millions worth of Samsung electronics from Sao Paulo factory,Technology
28619,VIDEO: Police called on Justin Bieber and Selena Gomez after 'incident',Entertainment
49837,Angela Merkel's Athens visit seen as sign of support for Greece's austerity  ...,Economy
39567,European Taxi Drivers Plans to Protest Uber,Economy
36527,Zebra acquiring Motorola division business for $3.45B,Economy
9113,"Do you know Jesse, the homeless man from Oregon who was with Miley Cyrus  ...",Entertainment
21429,'Severe… Pervasive… Irreversible”: IPCC's Devastating Climate Change  ...,Technology
20934,"Johnny Depp, Heard throw post-engagement bash",Entertainment
30989,Samsung unveils new Galaxy Tab S tablet,Technology
60064,TV ratings: 'How I Met Your Mother' ends with series high,Entertainment
26157,"Apple Announces Record Q2 Revenue, Increased Stock Buyback",Technology
43865,Vodafone Said to Reach $10 Billion Deal to Acquire Spain's Ono,Economy
15062,Microsoft Shares Source Code of Early Versions of Dos and Word,Technology
1259,Target data breach is the least of the problems facing new CEO,Economy
62880,"Time Warner Cable says Google, Netflix are threat to net neutrality",Technology
3262,Supreme Court Justices express concern on impact of their Aereo ruling,Entertainment
14676,Kim Kardashian vs. Kylie Jenner: Battle of the Bikinis!,Entertainment
55092,Samsung launches dual-sim Galaxy S5 in China for CNY 5299,Technology
28590,Amazon enters smartphone market with Fire phone: 4.7in Amazon phone has  ...,Technology
49545,'22 Jump Street' Coasts on Goodwill Despite Reheated Bromance Jokes,Entertainment
64434,"Stephen Walsh, ex-Islanders exec, pleads guilty to fraud",Economy
7034,'Shooting Will Continue As Planned': Star Wars VII Resumes Filming After  ...,Entertainment
17551,"BlackBerry Review of News: QNX CarPlay, BBM, Secure Word Space  ...",Technology
57492,"Drake Hosted The ESPYs, Watch His Dialog, Performances, And Skits (Video)",Entertainment
40147,Major airlines' customer satisfaction declines,Economy
12696,CBO: U.S. Deficit Will Shrink in 2015,Economy
31613,"California Health Insurance: Despite Obamacare, Hispanics Represent 62  ...",Economy
5499,'True Detective' Season 2: New Character and Setting Details,Entertainment
11454,'I did NOT wake up like this!' Emma Watson reveals her red carpet secrets,Entertainment
27443,Diane Sawyer Bids 'World News' Farewell,Entertainment
51193,"Iraq unrest, seasonal demand supports oil prices",Economy
25243,European Central Banks To Coordinate Gold Transactions,Economy
49731,The 12 Planets Most Likely To Contain Life,Technology
48074,The iOS 8 lock screen is a portal to location-based apps,Technology
16140,Kennedy Closures: Details and detours you need to know,Economy
63376,"Americans See Teleportation, Lab-Grown Organs in the Future",Technology
9566,William and Kate aren't humble - they're a pair of spoiled kids wasting YOUR  ...,Entertainment
43677,Did You See The Blood Moon? Full Lunar Eclipse Delights Americas,Technology
11588,Amazon inks HBO deal for Prime Instant Video and Fire TV app,Entertainment
53559,"According to Kanye West, baby North was conceived in Florence",Entertainment
11966,'Scandal' Star Charged With Felony,Entertainment
4344,Did Pluto's moon Charon have an ocean? Cracks could reveal the truth,Technology
40755,'Game Of Thrones' Purple Wedding Fan Reactions Are Amazing,Entertainment
41031,Neil Young-endorsed music player Kickstarts past $1.6 million,Entertainment
28451,Glass upgraded pre-I/O but no swap for existing Explorers,Technology
35806,Russian cargo ship docks to space station,Technology
37408,Ohio Gas Prices Up to Start Work Week,Technology
10337,Alibaba Profit Surge Fuels Speculation IPO Will Break Record,Economy
9121,"You've Never Heard of Her, But This Is Modern Comedy's Secret Weapon",Entertainment
3456,Review: 'The Grand Budapest Hotel' worth checking out,Entertainment
