No,News Title,Category,News Title Indonesia
34878,Uber declares war on the yellow cab: App-powered car firm cuts prices in New  ...,Economy,Uber menyatakan perang terhadap taksi kuning: Perusahaan mobil bertenaga aplikasi memangkas harga di New ...
47391,Chris Brown Jail Time Extended to Additional 131 Days for Probation Violation  ...,Entertainment,Masa Penjara Chris Brown Diperpanjang hingga 131 Hari Tambahan karena Pelanggaran Masa Percobaan ...
38044,"TARGET PORSCHE 911: Chevrolet Told Engineers, There Were No Limits  ...",Technology,"TARGET PORSCHE 911: Chevrolet Memberitahu Insinyur, Tidak Ada Batasan ..."
29900,"World ill-prepared for climate risks, adaptation helps-IPCC",Technology,"Dunia tidak siap menghadapi risiko iklim, adaptasi membantu-IPCC"
58125,3 July 1884: Dow Jones launches the world's first stock index,Economy,3 Juli 1884: Dow Jones meluncurkan indeks saham pertama di dunia
44127,Climate report identifies concerns for Northeast,Technology,Laporan iklim mengidentifikasi kekhawatiran terhadap Timur Laut
55679,"Gary Oldman Apologizes for Playboy Comments on ""Jimmy Kimmel Live""",Entertainment,"Gary Oldman Minta Maaf atas Komentar Playboy di ""Jimmy Kimmel Live"""
51455,"Dollar up against euro on policy outlook, strong data",Economy,Dolar naik terhadap euro karena prospek kebijakan dan data yang kuat
3374,Sofia Vergara has split from her fiancee Nick Loeb,Entertainment,Sofia Vergara telah berpisah dari tunangannya Nick Loeb
53936,Michelle Obama Looks Stunning At Met Fashion Wing Opening,Entertainment,Michelle Obama Tampil Memukau di Pembukaan Met Fashion Wing
53689,Health Insurance Gains Pick Up,Economy,Keuntungan Asuransi Kesehatan Meningkat
7380,"India's Modi draws on Twitter, Facebook",Technology,Modi dari India menggambar di Twitter dan Facebook
62746,Pulaski Skyway closures begin,Economy,Penutupan Pulaski Skyway dimulai
64306,Will You Dare to Use an ATM After April 8?,Technology,Akankah Anda Berani Menggunakan ATM Setelah 8 April?
12864,"Tiger Woods' girlfriend, Lindsey Vonn, is close with his ex-wife, Elin Nordegren",Entertainment,"Pacar Tiger Woods, Lindsey Vonn, dekat dengan mantan istrinya, Elin Nordegren"
51172,Stocks edge higher,Technology,Saham-saham naik lebih tinggi
474,What comes next for health care law?,Economy,Apa yang akan terjadi selanjutnya dalam undang-undang layanan kesehatan?
16543,Trailer Park - 7/4 Edition: 'Tammy' and 'Earth to Echo' reach for the top of the box  ...,Entertainment,Trailer Park - Edisi 7/4: 'Tammy' dan 'Earth to Echo' meraih bagian atas kotak ...
64296,Mayor de Blasio Covers Randy Newman,Entertainment,Walikota de Blasio Meliputi Randy Newman
24287,Citigroup boosts iron ore plays,Economy,Citigroup meningkatkan permainan bijih besi
33568,Amazon Enters Music Streaming Space With Prime Music,Entertainment,Amazon Memasuki Ruang Streaming Musik Dengan Prime Music
5274,Russell Crowe - Noah Sails To Top Of North American Box Office,Entertainment,Russell Crowe - Noah Berlayar Ke Puncak Box Office Amerika Utara
42753,First Round Of Marijuana Stores To Get State Licenses Today,Economy,Toko Ganja Putaran Pertama Yang Mendapatkan Lisensi Negara Hari Ini
5984,Hayhoe participates in climate assessment,Technology,Hayhoe berpartisipasi dalam penilaian iklim
26017,TIM HARPER: Tim Hortons deal perks up Conservatives,Economy,TIM HARPER: Kesepakatan Tim Horton menguntungkan Partai Konservatif
62522,Billy Joel's daughter thanks fans,Entertainment,Putri Billy Joel berterima kasih kepada penggemar
39450,No Suitor For BlackBerry: Bloomberg,Technology,Tidak Ada Pelamar Untuk BlackBerry: Bloomberg
18525,Burying the Hatchet,Entertainment,Mengubur Kapak
7697,'Transformers: Age of Extinction' movie review: Its all about Optimus Prime!,Entertainment,Ulasan film 'Transformers: Age of Extinction': Semuanya tentang Optimus Prime!
7879,Rolling Stones set for high-priced Oslo gig,Entertainment,Rolling Stones bersiap untuk pertunjukan Oslo yang mahal
49382,Heartbleed bug affects gadgets everywhere,Technology,Bug Heartbleed mempengaruhi gadget di mana pun
4615,"Game of Thrones: Season 4, Episode 10: The Children",Entertainment,"Game of Thrones: Musim 4, Episode 10: Anak-anak"
48770,Moon rises red for eclipse,Technology,Bulan terbit merah karena gerhana
49674,"Tony Award nominations 2014: Neil Patrick Harris, ""A Gentleman's Guide"" lead  ...",Entertainment,"Nominasi Tony Award 2014: Neil Patrick Harris, pemeran utama ""A Gentleman's Guide"" ..."
27607,WhatsApp CEO: Facebook deal will not affect privacy,Technology,CEO WhatsApp: Kesepakatan Facebook tidak akan memengaruhi privasi
31657,Watch a Stoned Sarah Silverman Show Off Her Vape on the Red Carpet,Entertainment,Saksikan Sarah Silverman yang Dilempari Batu Memamerkan Vape-nya di Karpet Merah
28157,Vodafone pulls off major deal with Spain's Ono,Economy,Vodafone mencapai kesepakatan besar dengan Ono dari Spanyol
5396,Small travel bump forecast,Economy,Perkiraan lonjakan perjalanan kecil
42611,"General Motors Lifts Stop-Sale Of Cruze, Then Initiates Recall",Technology,"General Motors Menghentikan Penghentian Penjualan Cruze, Lalu Memulai Penarikan Kembali"
49471,Lena: I feel you Shia,Entertainment,Lena: Aku merasakanmu Syiah
15232,"Transit strike forces Philly commuters, tourists to find a new ride; no talks planned",Economy,Pemogokan transit memaksa penumpang Philly dan wisatawan mencari tumpangan baru; tidak ada pembicaraan yang direncanakan
62992,Rolf Harris guilty: The letter that sealed his fate,Entertainment,Rolf Harris bersalah: Surat yang menentukan nasibnya
58134,MTV Movie Awards in pictures: Hunger Games wins big,Entertainment,MTV Movie Awards dalam gambar: Hunger Games menang besar
57813,"Buy Into Black Gold, Now And For The Long Term!",Economy,"Beli Emas Hitam, Sekarang Dan Untuk Jangka Panjang!"
61603,Stocks fall on weak China export data,Economy,Saham melemah karena data ekspor Tiongkok yang lemah
64095,"China gas deal will affect European, Canadian markets, Gazprom CEO says",Economy,"Kesepakatan gas Tiongkok akan mempengaruhi pasar Eropa dan Kanada, kata CEO Gazprom"
59294,Chinese trade surplus widens in April,Economy,Surplus perdagangan Tiongkok melebar di bulan April
9761,JetBlue Pilots Vote for ALPA by Overwhelming Margin,Economy,Pilot JetBlue Memilih ALPA dengan Margin Luar Biasa
64493,Dow ends at record high as Apple drags on S&P 500 and Nasdaq,Economy,Dow berakhir pada rekor tertinggi karena Apple menyeret S&P 500 dan Nasdaq
3509,What You Need to Know About Microsoft's (MSFT) Internet Explorer Threat,Technology,Yang Perlu Anda Ketahui Tentang Ancaman Internet Explorer Microsoft (MSFT).
45353,Movie Review: “Tammy” (Rated R),Entertainment,Ulasan Film: “Tammy” (Rated R)
11886,IBM's Watson Goes From Jeopardy Player to Scientist Used by J&J,Technology,Watson IBM Berubah Dari Pemain Jeopardy menjadi Ilmuwan yang Digunakan oleh J&J
56072,"Legends of Oz: Dorothy's Return, reviewed: Why revisit the Wizard?",Entertainment,"Legends of Oz: Dorothy's Return, diulas: Mengapa mengunjungi kembali sang Penyihir?"
36589,Twitter goes down — and there's no place now for the Internet to freak out,Technology,Twitter mati – dan sekarang tidak ada lagi tempat bagi Internet untuk panik
10441,Justin Bieber driver assault hearing set for May,Entertainment,Sidang penyerangan pengemudi Justin Bieber ditetapkan pada bulan Mei
59154,"Harley-Davidson developing an electric motorcycle, LiveWire",Technology,"Harley-Davidson mengembangkan sepeda motor listrik, LiveWire"
8635,"Auto sales: Chrysler, GM, and Ford bounce back in May",Technology,"Penjualan mobil: Chrysler, GM, dan Ford bangkit kembali di bulan Mei"
27991,Kanye West - Kanye West Hits Out At The Press During Bonnaroo Comeback  ...,Entertainment,Kanye West - Kanye West Mengecam Pers Saat Comeback Bonnaroo ...
64660,"MOVIE REVIEW: Adam Sandler flick ""Blended""; too tame for some, far too risque  ...",Entertainment,"TINJAUAN FILM: film Adam Sandler ""Blended""; terlalu jinak bagi sebagian orang, terlalu bersifat cabul ..."
57451,Tokyo stocks close stronger,Economy,Saham Tokyo ditutup menguat
18320,"China's maritime disputes: Fear, honor and interest",Economy,"Sengketa maritim Tiongkok: Ketakutan, kehormatan dan kepentingan"
51164,"South Korea's top app, portal merge",Economy,"Aplikasi teratas Korea Selatan, penggabungan portal"
34168,New Evidence Enforces Theory of the Universe's Early Inflation,Technology,Bukti Baru Menegakkan Teori Inflasi Awal Alam Semesta
49685,EURUSD: Euro Goes Strong on Monday,Economy,EURUSD: Euro Menguat pada hari Senin
19830,Trailer: The Equalizer,Entertainment,Cuplikan: Equalizer
46377,Microsoft takes steps to improve its Windows 8 business-app story,Technology,Microsoft mengambil langkah-langkah untuk meningkatkan kisah aplikasi bisnis Windows 8-nya
59214,LG G Watch and Samsung Gear Live get the teardown treatment,Technology,LG G Watch dan Samsung Gear Live mendapatkan perawatan pembongkaran
11115,NOTHING TO SEE HERE,Entertainment,TIDAK ADA YANG DAPAT DILIHAT DI SINI
50088,Meet the man that created the bug that almost broke the Internet,Technology,Temui orang yang menciptakan bug yang hampir merusak Internet
41052,Xbox One external hard drive support coming in next system update?,Technology,Dukungan hard drive eksternal Xbox One akan hadir pada pembaruan sistem berikutnya?
29199,"Malaysia Airlines mulling name change, routes restructuring",Economy,Malaysia Airlines mempertimbangkan perubahan nama dan restrukturisasi rute
52138,Teen Forced To Remove Makeup Before Taking Driver's License Photo,Technology,Remaja Dipaksa Menghapus Riasan Sebelum Mengambil Foto Surat Izin Mengemudi
51120,Who Is Winning the Game of Thrones?,Entertainment,Siapa yang Memenangkan Game of Thrones?
62302,Here's a shiny new £1 coin - what was that about the budget?,Economy,Ini koin £1 baru yang mengilap - bagaimana dengan anggarannya?
30826,BNP Paribas on verge of settling $8bn sanctions fine,Economy,BNP Paribas hampir menyelesaikan denda sanksi sebesar $8 miliar
12070,Beyonce and Jay Z star in violent tour promo alongside Hollywood pals,Entertainment,Beyonce dan Jay Z membintangi promo tur yang penuh kekerasan bersama teman-teman Hollywood
64353,'Harry Potter' bestiary becomes film trilogy,Entertainment,Bestiary 'Harry Potter' menjadi trilogi film
10162,"'Dancing with the Stars' 18: Meryl Davis shines, and is there an elimination?",Entertainment,"'Dancing with the Stars' 18: Meryl Davis bersinar, dan apakah ada eliminasi?"
11274,IRS awards bonuses to 1100 who owe back taxes - WFSB 3 Connecticut,Economy,IRS memberikan bonus kepada 1.100 orang yang berhutang pajak - WFSB 3 Connecticut
32401,Just how far will Google go to make the world forget you?,Technology,Seberapa jauh Google akan berupaya membuat dunia melupakan Anda?
52356,Australia opens tender to take over the hunt for missing Malaysia Airlines plane,Economy,Australia membuka tender untuk mengambil alih perburuan pesawat Malaysia Airlines yang hilang
47297,Dan Harmon Isn't Super Bummed About 'Community' Cancellation,Entertainment,Dan Harmon Tidak Kecewa Tentang Pembatalan 'Komunitas'
29491,''It's just heartbreak'': Julia Roberts breaks silence on tragic death of half-sister,Entertainment,''Ini hanya patah hati'': Julia Roberts memecah keheningan atas kematian tragis saudara tirinya
10506,Chris Brown And Karrueche Tran Party After BET Awards,Entertainment,Chris Brown dan Karrueche Tran berpesta setelah BET Awards
51370,See a 'Maleficent' IMAX Poster and Several Character One-Sheets,Entertainment,Lihat Poster IMAX 'Maleficent' dan Beberapa Lembar Karakter
30252,BMW Sees 'Clear Growth' in 2014 Pretax Profit -- Update,Economy,BMW Melihat 'Pertumbuhan Jelas' pada Laba Sebelum Pajak 2014 -- Pembaruan
23038,"Technology stocks lead an early decline in Wall Street after Google, IBM  ...",Economy,"Saham-saham teknologi memimpin penurunan awal di Wall Street setelah Google, IBM ..."
58435,Amazon launching 3D smartphone says report,Technology,"Amazon meluncurkan ponsel pintar 3D, kata laporan"
61339,US IRS rules virtual currencies are property for tax purposes,Economy,"Aturan IRS AS, mata uang virtual adalah properti untuk tujuan perpajakan"
4638,Frustration at US-focus as Google Glass sells out in one-day sale,Technology,Frustrasi pada fokus AS karena Google Glass terjual habis dalam penjualan satu hari
41917,Fossil fuels 'leading to catastrophic climate change',Technology,Bahan bakar fosil 'menyebabkan bencana perubahan iklim'
17675,Hangout Fest food more than your average carnival variety,Entertainment,Makanan Hangout Fest lebih dari variasi karnaval pada umumnya
19033,SPDR Gold Trust (ETF) (GLD) news: Gold Price Set To Resume Its Long-Term  ...,Economy,Berita SPDR Gold Trust (ETF) (GLD): Harga Emas Akan Melanjutkan Jangka Panjang ...
28453,Here's what the world's biggest investment banks are saying about today's  ...,Economy,Inilah yang dikatakan oleh bank-bank investasi terbesar di dunia mengenai ...
35577,"Good news on health costs, but threats to Social Security and Medicare persist  ...",Economy,"Kabar baik mengenai biaya kesehatan, namun ancaman terhadap Jaminan Sosial dan Medicare tetap ada ..."
15136,Spike Lee to Turn 'She's Gotta Have It' Into Series for Showtime,Entertainment,"""Spike Lee untuk Mengubah 'Dia Harus Memilikinya' Menjadi Serial untuk Pertunjukan""."
52403,Teenage big game hunter sparks protests on Facebook,Entertainment,Pemburu hewan besar remaja memicu protes di Facebook
32567,Great White Way to Dim Lights in Honor of Tony Nominated Composer  ...,Entertainment,Cara Putih Hebat untuk Meredupkan Lampu untuk Menghormati Komposer Nominasi Tony ...
58461,Is Miley Cyrus Making Herself Sick From Partying Too Much?,Entertainment,Apakah Miley Cyrus Membuat Dirinya Sakit Karena Terlalu Banyak Berpesta?
6058,"Yikes! Lindsay Lohan May Insist She's Clean On Camera, But Her Sober Coach  ...",Entertainment,"Astaga! Lindsay Lohan Mungkin Bersikeras Dia Bersih Di Depan Kamera, Tapi Pelatihnya Yang Sadar ..."
5983,'Ban Bossy' Campaign Wants to Change the World for Little Girls,Entertainment,Kampanye 'Ban Bossy' Ingin Mengubah Dunia untuk Gadis Kecil
13929,UPDATE 2-Philips warns of challenging year after Q1 profit drops,Economy,PEMBARUAN 2-Philips memperingatkan tahun yang penuh tantangan setelah laba Q1 turun
36609,Fossil of long-snouted Pinocchio Rex found in China,Technology,Fosil Pinokio Rex bermoncong panjang ditemukan di Tiongkok
31982,"BofA Beats Earnings on Huge Adjustment, $650M AIG Settlement - Analyst Blog",Economy,"BofA Mengalahkan Pendapatan pada Penyesuaian Besar, Penyelesaian AIG $650 Juta - Blog Analis"
62637,A dog and his boy top US box office,Entertainment,Seekor anjing dan putranya menduduki puncak box office AS
62237,Hands On With Lightroom Mobile For The iPhone,Economy,Praktis Dengan Lightroom Mobile Untuk iPhone
44023,New Harry Potter story coincides with the opening of Diagon Alley,Entertainment,Kisah baru Harry Potter bertepatan dengan dibukanya Diagon Alley
56083,Editorial: Detroit pension deal the best it's going to get — so don't mess it up,Economy,Editorial: Dana pensiun Detroit memberikan hasil terbaik - jadi jangan mengacaukannya
61912,"Pippa Middleton on Prince George: ""He's Brought Us All Together"" - WATCH  ...",Entertainment,"Pippa Middleton tentang Pangeran George: ""Dia Menyatukan Kita Semua"" - TONTON ..."
41379,Chilling details revealed about Sandra Bullock's scary encounter with a stalker  ...,Entertainment,Detail mengerikan terungkap tentang pertemuan menakutkan Sandra Bullock dengan seorang penguntit ...
10582,Speed of Antarctic erosion doubles,Technology,Kecepatan erosi Antartika berlipat ganda
17764,“Sharknado 2: The Second One” Premieres on Syfy,Entertainment,“Sharknado 2: Yang Kedua” Tayang Perdana di Syfy
17709,'The Brady Bunch' Actress Ann B. Davis Dead At 88,Entertainment,Aktris 'The Brady Bunch' Ann B. Davis Meninggal Pada Usia 88
42168,No act of terror can match US strength: Obama,Entertainment,Tidak ada tindakan teror yang dapat menandingi kekuatan AS: Obama
29406,Watch Emma Stone Destroy Jimmy Fallon in a 'Tonight Show' Lip Sync Battle,Entertainment,Tonton Emma Stone Hancurkan Jimmy Fallon dalam Pertarungan Sinkronisasi Bibir 'Pertunjukan Malam Ini'
20400,The silliest patent ever awarded may already be infringed by millions of people,Technology,Paten paling konyol yang pernah diberikan mungkin sudah dilanggar oleh jutaan orang
7674,"Measure of US economy's health rises 0.8 percent in March, third consecutive  ...",Economy,"Ukuran kesehatan perekonomian AS naik 0,8 persen pada bulan Maret, yang ketiga berturut-turut."
34406,'Star Wars: Episode VII' Filming Gets Underway,Entertainment,"Syuting ""Star Wars: Episode VII"" Sedang Berlangsung """
19585,"SanDisk Buys Fusion-io Cheap, Forced Losses for Many Fusion-io Holders",Economy,"SanDisk Membeli Fusion-io dengan Harga Murah, Kerugian yang Dipaksakan bagi Banyak Pemegang Fusion-io"
11404,Microsoft's Q3 Betters Estimates - Analyst Blog,Economy,Perkiraan Betters Q3 Microsoft - Blog Analis
45379,"Survey: US factories expanded in June, but pace slowed from May; production  ...",Economy,"Survei: Pabrik-pabrik AS berekspansi di bulan Juni, namun lajunya melambat dibandingkan bulan Mei; produksi ..."
2947,Mexican mania in May,Entertainment,Mania Meksiko di bulan Mei
8642,Trade Group To Mediate Shoe Factory Strike,Economy,Kelompok Dagang Akan Menjadi Mediasi Pemogokan Pabrik Sepatu
34139,Microsoft sending out invitations to a “small” Surface gathering,Technology,Microsoft mengirimkan undangan ke pertemuan Surface “kecil”.
42131,"Dolly Parton: 'the undisputed queen of Glastonbury', review",Entertainment,"Dolly Parton: 'ratu Glastonbury yang tak terbantahkan', ulasan"
29770,Report: 47 Percent Of Consumers Desperately Need Their Phone,Technology,Laporan: 47 Persen Konsumen Sangat Membutuhkan Ponselnya
39594,Normal Makes Headphones 3D-Printed To Your Ear,Technology,Normal Membuat Headphone Dicetak 3D Di Telinga Anda
47543,Watch Conan Give 'Watch Dogs' The 'Clueless Gamer' Treatment,Technology,Tonton Conan Memberikan Perlakuan 'Watch Dogs' kepada 'Clueless Gamer'
5086,"Fandango, Credit Karma may have exposed customers' data",Technology,"Fandango, Credit Karma mungkin telah membeberkan data nasabah"
18898,Backlash To Facebook Buying Virtual Reality Firm Comes Swiftly,Technology,Reaksi Terhadap Facebook yang Membeli Perusahaan Realitas Virtual Datang Dengan Cepat
38294,"Edgar Wright Drops Out of Directing Marvel's ""Ant-Man""",Entertainment,"Edgar Wright Keluar dari Sutradara ""Ant-Man"" Marvel"
50204,100 Years Of Solitude Author Gabriel Garcia Marquez Was Irreplaceable,Entertainment,100 Tahun Kesendirian Penulis Gabriel Garcia Marquez Tak Tergantikan
32331,Watch Will Ferrell and the Red Hot Chili Peppers' Chad Smith in an Epic Drum-Off,Entertainment,Saksikan Will Ferrell dan Chad Smith dari Red Hot Chili Peppers dalam Drum-Off yang Epik
46470,Aust co-ordinates plane search,Economy,Aust mengoordinasikan pencarian pesawat
2856,Review: Braff's fan-funded film doesn't pay off in laughs,Entertainment,Ulasan: Film Braff yang didanai penggemar tidak menghasilkan tawa
23562,"New Technology Could Soon Eliminate the Need For Battery Chargers, Power  ...",Technology,"Teknologi Baru Segera Dapat Menghilangkan Kebutuhan Akan Pengisi Daya Baterai, ..."
11748,Facebook friends tracking feature,Technology,Fitur pelacakan teman Facebook
50140,"Bank of America Cancels Buyback, Dividend Hike",Economy,"Bank of America Membatalkan Pembelian Kembali, Kenaikan Dividen"
28046,36 People Rushed to Hospital During Avicii Show in Boston,Entertainment,36 Orang Dilarikan ke Rumah Sakit Selama Pertunjukan Avicii di Boston
58744,BlackBerry adds more security for the sensitive enterprise,Technology,BlackBerry menambahkan lebih banyak keamanan untuk perusahaan sensitif
18721,Original Cast Prepares To Film Star Wars: Episode VII,Entertainment,Pemeran Asli Bersiap Untuk Membuat Film Star Wars: Episode VII
48551,Euro Holds Losses Before Inflation Data Amid ECB Easing Bets,Economy,Euro Menahan Kerugian Sebelum Data Inflasi Di Tengah Taruhan Pelonggaran ECB
17902,"Gwyneth Paltrow, Chris Martin spotted together, rumor claims Paltrow will tour  ...",Entertainment,"Gwyneth Paltrow dan Chris Martin terlihat bersama, rumor mengatakan Paltrow akan melakukan tur ..."
37835,Two new anti-theft features added to Samsung Galaxy S5,Technology,Dua fitur anti maling baru ditambahkan ke Samsung Galaxy S5
39964,Tony Awards: Lena Hall finds new life as man in 'Hedwig and the Angry Inch',Entertainment,Tony Awards: Lena Hall menemukan kehidupan baru sebagai manusia di 'Hedwig and the Angry Inch'
51948,Google develops Android for wearables you may actually want to wear,Technology,Google mengembangkan Android untuk perangkat yang dapat dikenakan yang mungkin ingin Anda pakai
24002,Juan Pablo told off in shocking finale,Entertainment,Juan Pablo menceritakan akhir yang mengejutkan
46789,"Family Dollar to cut jobs, shut down 370 underperforming stores",Economy,"Family Dollar akan mengurangi lapangan kerja, menutup 370 toko yang kinerjanya buruk"
35759,Samsung To Start Making Retina Displays For iPad Mini 2,Technology,Samsung Akan Mulai Membuat Retina Display Untuk iPad Mini 2
45025,"38 Studios loan default could reduce RI bond rating to junk status, study says",Economy,"38 Gagal bayar pinjaman studio dapat menurunkan peringkat obligasi RI ke status sampah, kata studi"
8047,Abu Dhabi firm: 'Star Wars' shoot has begun,Entertainment,Perusahaan Abu Dhabi: Syuting 'Star Wars' telah dimulai
32913,Time Warner: SA news network debuting June 2,Technology,Time Warner: Jaringan berita SA memulai debutnya pada 2 Juni
13679,Paul Walker died from speeding not mechanical failure: see full report,Entertainment,"Paul Walker meninggal karena ngebut, bukan karena kerusakan mekanis: lihat laporan lengkap"
31846,Adobe Systems Sees Large Volume Increase After Better-Than-Expected  ...,Economy,Adobe Systems Melihat Peningkatan Volume Besar Setelah Lebih Baik Dari Perkiraan ...
19526,GM sales rise despite recalls,Technology,Penjualan GM meningkat meski ada penarikan
33556,Latest Funding Value Snapchat at $10 billion,Economy,Nilai Pendanaan Terbaru Snapchat sebesar $10 miliar
42077,Hudson County bands experience the thrills of Austin's SXSW,Entertainment,Band Hudson County merasakan sensasi SXSW Austin
33902,"With first retail pot licenses out, Bellingham store expects early Tuesday opening",Economy,"Dengan keluarnya lisensi ganja ritel pertama, toko Bellingham mengharapkan pembukaan Selasa pagi"
31196,Microsoft earnings top expectations,Economy,Pendapatan Microsoft melebihi ekspektasi
41532,Why Zuckerberg Wants To Dismantle Facebook And What Angie's List Can  ...,Technology,Mengapa Zuckerberg Ingin Membongkar Facebook dan Apa yang Dapat Dilakukan Daftar Angie ...
26462,Iran judge summons Zuckerberg to court over Instagram violating privacy,Technology,Hakim Iran memanggil Zuckerberg ke pengadilan karena Instagram melanggar privasi
5097,Watch Dogs Achievements & Trophy Guide,Technology,Tonton Panduan Prestasi & Piala Anjing
21845,"Microsoft OneDrive to offer 15GB free storage, Office 365 gets up to 1TB",Technology,"Microsoft OneDrive menawarkan penyimpanan gratis 15 GB, Office 365 mendapat hingga 1 TB"
14521,Many Will Become Hungrier Thanks to Climate Change,Technology,Banyak Orang Akan Menjadi Lebih Kelaparan Karena Perubahan Iklim
33688,Emily Blunt reveals what Tom Cruise is really like on set after filming Edge of  ...,Entertainment,Emily Blunt mengungkapkan seperti apa sebenarnya Tom Cruise di lokasi syuting setelah syuting Edge of ...
26831,"Jennifer Lopez to get Icon honor, perform at Billboard Music Awards",Entertainment,"Jennifer Lopez mendapat kehormatan Ikon, tampil di Billboard Music Awards"
23529,"Dollar, Treasuries yields gain after strong U.S. GDP",Economy,"Dolar, imbal hasil Treasury naik setelah PDB AS kuat"
26278,Private Keys Can Be Pilfered With Heartbleed Exploits,Technology,Kunci Pribadi Dapat Dicuri Dengan Eksploitasi Heartbleed
10939,Justices let EPA curb power-plant gases,Economy,Hakim membiarkan EPA mengekang gas pembangkit listrik
31353,VIDEO: Sneak Peek - 'Fire in the Hole' Episode of HBO's TRUE BLOOD,Entertainment,VIDEO: Sneak Peek - Episode 'Fire in the Hole' dari TRUE BLOOD HBO
9516,Fossil fuel emissions causing 'irreversible' damage to planet: UN climate report,Technology,Emisi bahan bakar fosil menyebabkan kerusakan yang 'tidak dapat diperbaiki' terhadap planet ini: laporan iklim PBB
19996,"Nintendo Takes a Baby Step to Mobile with ""Mario Kart TV""",Technology,"Nintendo Mengambil Langkah Kecil ke Seluler dengan ""Mario Kart TV"""
24460,Travelzoo (TZOO) Falls: Stock Goes Down 9.3%,Economy,Travelzoo (TZOO) Jatuh: Stok Turun 9.3%
33877,Christina Aguilera expecting baby girl,Entertainment,Christina Aguilera mengharapkan bayi perempuan
2673,Box Office Predictions: X-Men: Days Of Future Past Could Double First Class  ...,Entertainment,Prediksi Box Office: X-Men: Days Of Future Past Bisa Menggandakan Kelas Satu ...
45066,'The Bachelorette' Finale! Did Andi Dorfman Choose Josh Murray or Nick Viall?,Entertainment,Final 'Lajang'! Apakah Andi Dorfman Memilih Josh Murray atau Nick Viall?
19703,"All Gmail Traffic Now Fully Encrypted, Google Says",Technology,"Semua Lalu Lintas Gmail Sekarang Terenkripsi Sepenuhnya, Kata Google"
124,SONGZA BOUGHT BY GOOGLE TO BOLSTER SEARCH GIANT'S MUSIC  ...,Technology,SONGZA DIBELI OLEH GOOGLE UNTUK MENINGKATKAN PENCARIAN MUSIK RAKSASA ...
40368,In Defense Of The Uninsured,Economy,Untuk Membela Mereka yang Tidak Diasuransikan
15708,"Disney adding 'Frozen' characters, fireworks at Hollywood Studios",Entertainment,"Disney menambahkan karakter 'Frozen', kembang api di Hollywood Studios"
27735,Sports on TV for March 19,Entertainment,Olahraga di TV untuk 19 Maret
26600,Allergan says it 'will carefully review' Valeant offer,Economy,Allergan mengatakan pihaknya 'akan meninjau dengan cermat' tawaran Valeant
56935,India's Manufacturing PMI At 17-Month High,Economy,PMI Manufaktur India Tertinggi dalam 17 Bulan
10535,"LG G3 is official : Super high-res QHD display, 3GB RAM, 13MP laser autofocus  ...",Technology,"LG G3 resmi : Layar QHD resolusi super tinggi, RAM 3GB, autofokus laser 13MP ..."
32402,"July 28, 2014, 7:08 pm",Technology,"28 Juli 2014, 19:08"
41187,"Diane Sawyer To Leave 'World News', David Muir To Take Over",Entertainment,"Diane Sawyer Akan Meninggalkan 'World News', David Muir Akan Mengambil Alih"
3986,Jimmy Fallon takes Tonight Show to Orlando this week,Entertainment,Jimmy Fallon membawa Pertunjukan Malam Ini ke Orlando minggu ini
4946,Draghi Batters EUR,Economy,Draghi Mengalahkan EUR
8295,Stray bullet may have downed the missing Malaysian jet MH370,Economy,Peluru nyasar mungkin telah menjatuhkan jet Malaysia MH370 yang hilang
34376,What 'natural' can really mean on food labels in Canada,Economy,Arti sebenarnya dari 'alami' pada label makanan di Kanada
38264,"Marvel shakes up Captain America, Iron Man",Entertainment,"Marvel mengguncang Captain America, Iron Man"
44027,Tax Day Deadline Details — And Freebies,Economy,Detail Batas Waktu Hari Pajak — Dan Gratis
46102,Robin Thicke Drops Studio Version of New Track 'Get Her Back',Entertainment,Robin Thicke Meluncurkan Versi Studio dari Lagu Baru 'Get Her Back'
25281,"Nasdaq Sees Greatest One-Day Decline Since Nov 2011, VIX Heads North",Economy,"Nasdaq Mengalami Penurunan Satu Hari Terbesar Sejak November 2011, VIX Menuju Utara"
41571,Barclays shares seen lower after NY lawsuit -traders,Economy,Saham Barclays terlihat lebih rendah setelah gugatan hukum NY
42205,Miley Cyrus Warned By Doctors To Clean Herself Up,Entertainment,Miley Cyrus Diperingatkan Dokter Untuk Membersihkan Diri
28104,Spiders Force Suzuki Recall,Technology,Penarikan Kembali Suzuki Spider Force
52940,Bank of Japan chief signals impatience with Abe government,Economy,Kepala Bank of Japan memberi sinyal ketidaksabaran terhadap pemerintahan Abe
39717,"'Stairway to Heaven' Stolen? Led Zeppelin Ripped Off Intro From 'Taurus,' Says  ...",Entertainment,"'Tangga Menuju Surga' Dicuri? Led Zeppelin Merobek Intro Dari 'Taurus', Katanya ..."
9366,"Yogawear maker Lululemon sees 2014 profit, revs below estimates",Economy,"Pembuat pakaian yoga Lululemon melihat laba tahun 2014, berada di bawah perkiraan"
6417,Rockwell Automation Named One of World's Most Ethical Companies,Economy,Rockwell Automation Dinobatkan Sebagai Salah Satu Perusahaan Paling Etis di Dunia
7993,The smile that says she's moved on! Sofia Vergara grins on lunch date with 'new  ...,Entertainment,Senyuman yang mengatakan dia sudah move on! Sofia Vergara nyengir saat kencan makan siang dengan 'baru ...
