No,News Title,Category,News Title Indonesia
18491,Justin Bieber Instagram and Twitter Post Update: Singer Apologizes to China  ...,Entertainment,Update Postingan Instagram dan Twitter Justin Bieber: Penyanyi Minta Maaf ke China ...
29722,Movie Rights Optioned For Marshmallow Peeps,Entertainment,Hak Film Dipilih Untuk Marshmallow Peeps
58397,Hugh Jackman talks nude scene nerves at Aussie X-Men: Days of Future Past  ...,Entertainment,Hugh Jackman berbicara tentang ketegangan adegan telanjang di Aussie X-Men: Days of Future Past ...
60749,HP Adds To Layoffs As Sales Dip,Economy,HP Menambah PHK Saat Penjualan Turun
46391,Pamela Anderson Reveals She Was Raped At Age 12,Entertainment,Pamela Anderson Mengungkapkan Dia Diperkosa Pada Usia 12 Tahun
52501,Devon Energy To Sell Assets Worth $2.3 Billion To Linn Energy,Economy,"Devon Energy Akan Menjual Aset Senilai $2,3 Miliar Kepada Linn Energy"
54812,"Mom says 3-year-old was denied bathroom access, forced to urinate in seat on  ...",Entertainment,"Ibu bilang anak usia 3 tahun tidak diberi akses ke kamar mandi, terpaksa buang air kecil di kursi ..."
21504,Video Archive: Looking Back at Apollo 11 45 Years Ago,Technology,Arsip Video: Melihat Kembali Apollo 11 45 Tahun Lalu
30007,"With 'drought of historic proportions,' hefty fines considered",Economy,"Dengan 'kekeringan dalam proporsi yang bersejarah', denda yang besar juga dipertimbangkan"
39306,"Virtu Financial, the high-frequency trader who had just 1 day of trading losses in  ...",Economy,"Virtu Financial, pedagang frekuensi tinggi yang baru saja mengalami kerugian perdagangan selama 1 hari di ..."
35251,30-Year Fixed Rate Loans Tick Downwards on Zillow Mortgage Marketplace,Economy,Pinjaman Suku Bunga Tetap 30 Tahun Menurun di Zillow Mortgage Marketplace
27744,'American Idol' Scott McCreery victim of home invasion robbery,Entertainment,'American Idol' Scott McCreery korban perampokan rumah
38306,"New Feature Lets Facebook Users Share Music, TV",Technology,"Fitur Baru Memungkinkan Pengguna Facebook Berbagi Musik, TV"
3750,Number Seeking Jobless Benefits Rises,Economy,Jumlah Pencari Tunjangan Pengangguran Meningkat
36228,"Starbucks, Duracell Rolling Out Wireless Charging Nationwide",Technology,"Starbucks, Duracell Meluncurkan Pengisian Nirkabel Secara Nasional"
47966,Kerry says compromise with India on WTO possible,Economy,Kerry mengatakan kompromi dengan India mengenai WTO mungkin terjadi
19299,Souhegan Grad Performs on American Idol Wednesday,Entertainment,Souhegan Grad Tampil di American Idol Rabu
62563,George Clooney Slams The Daily Mail for 'Fabricated' Report Suggesting Future  ...,Entertainment,George Clooney Kecam The Daily Mail karena Laporan 'Dibuat-buat' yang Menyarankan Masa Depan ...
42097,Consumers hit hard as Egypt subsidy cuts send fuel prices soaring 78%,Economy,Konsumen terpukul karena pemotongan subsidi di Mesir menyebabkan harga bahan bakar melonjak 78%
60152,India's Central Bank Keeps Rates Steady,Economy,Bank Sentral India Mempertahankan Suku Bunga Tetap Stabil
57262,Atari E.T. Game Cartridges Dug Up,Technology,Atari E.T. Kartrid Game Digali
53280,Acclaimed actor-director Richard Attenborough dies at 90,Entertainment,Aktor-sutradara terkenal Richard Attenborough meninggal pada usia 90 tahun
32555,Director Nick Cassavetes says Ryan Gosling and Rachel McAdams did not get  ...,Entertainment,Sutradara Nick Cassavetes mengatakan Ryan Gosling dan Rachel McAdams tidak mendapatkan ...
9980,need2know: Strong lead from Wall Street,Economy,perlu2tahu: Petunjuk kuat dari Wall Street
38292,"Clean up Detroit's blight? You'll need $2B, report says",Economy,"Membersihkan penyakit Detroit? Anda memerlukan $2 miliar, kata laporan"
40700,Banksy art work showing government agents spying on a phone box appears on  ...,Entertainment,Karya seni Banksy yang menunjukkan agen pemerintah memata-matai kotak telepon muncul di ...
10182,Airbag crisis to spell demise for Takata?,Technology,Krisis kantung udara menyebabkan kematian bagi Takata?
10557,"Apple to Reportedly Focus on OS X at WWDC 2014, iOS Could Take a Backseat",Technology,"Apple Dilaporkan Akan Fokus pada OS X di WWDC 2014, iOS Bisa Mengambil Kursi Belakang"
63753,Russia Scrubs Maiden Launch of Next-Generation Rocket,Technology,Rusia Gagalkan Peluncuran Roket Generasi Selanjutnya
24731,1 Chart That Illustrates Warren Buffett's Investing Philosophy Better Than  ...,Economy,1 Bagan yang Menggambarkan Filosofi Investasi Warren Buffett Lebih Baik Daripada ...
22096,Stocks Hitting 52-Week Highs,Economy,Saham Mencapai Tertinggi 52-Minggu
35777,FED UP: Every Parent Should Watch It!,Entertainment,FED UP: Setiap Orang Tua Harus Menontonnya!
17470,James Franco and Seth Rogen are treading a seriously fine line with their latest  ...,Entertainment,James Franco dan Seth Rogen sedang menjalani proses yang sangat baik dengan ...
53792,How Windows RT apps differ from those for Windows 8,Technology,Perbedaan aplikasi Windows RT dengan aplikasi untuk Windows 8
30990,First Superman Comic Sells for $3.2M,Entertainment,"Komik Superman Pertama Terjual seharga $3,2 juta"
53687,Novartis shares spurt on parent co's deal with Glaxo,Economy,Saham Novartis melonjak karena kesepakatan perusahaan induk dengan Glaxo
36728,Bradley Cooper The Next Indiana Jones?,Entertainment,Bradley Cooper Indiana Jones Berikutnya?
25351,Gwyneth Paltrow and Chris Martin split: Actress' ex Donovan Leitch on the  ...,Entertainment,Gwyneth Paltrow dan Chris Martin berpisah: Mantan aktris Donovan Leitch di ...
51769,Back To The Past With Oculus Rift,Technology,Kembali Ke Masa Lalu Dengan Oculus Rift
36274,Two Asteroids Seen … From Mars!,Technology,Dua Asteroid Terlihat… Dari Mars!
23603,Guardians of the Galaxy breaks August pre-sale record,Entertainment,Guardians of the Galaxy memecahkan rekor pra-penjualan di bulan Agustus
58237,Barclays to get rid of 14000 jobs this year,Economy,Barclays akan menghilangkan 14.000 pekerjaan tahun ini
32067,Local actors celebrate William Shakespeare's birthday,Entertainment,Aktor lokal merayakan ulang tahun William Shakespeare
16408,The Obamas Paid a 20% Effective Tax Rate -- Yours Is Probably Higher,Economy,Keluarga Obama Membayar Tarif Pajak Efektif 20% -- Tarif Pajak Anda Mungkin Lebih Tinggi
53239,The Bachelorette Review: Who did Andi Choose?,Entertainment,Ulasan The Bachelorette: Siapa yang Dipilih Andi?
22884,"First Week Sales Are In For Rick Ross' ""Mastermind"" & Pharrell's ""GIRL""",Entertainment,"Penjualan Minggu Pertama Untuk ""Mastermind"" Rick Ross & ""GIRL"" Pharrell"
8324,AT&T to expand super-fast Internet to more cities,Technology,AT&T akan memperluas Internet super cepat ke lebih banyak kota
62753,Forex - Euro rises vs. dollar after CPI data,Economy,Forex - Euro naik vs dolar setelah data CPI
33962,Will Smith's daughter shares bed with man,Entertainment,Putri Will Smith berbagi ranjang dengan seorang pria
9305,Watch The 'Game Of Thrones' Cast React To The Purple Wedding (SPOILER),Entertainment,Saksikan Reaksi Pemeran 'Game Of Thrones' Terhadap Pernikahan Ungu (SPOILER)
1064,Movie review: Creepy 'Oculus' violates its own internal logic,Entertainment,Ulasan film: 'Oculus' yang menyeramkan melanggar logika internalnya sendiri
24821,George Clooney Slams Rumors His Future Mother-In-Law Is Opposed To Amal  ...,Entertainment,George Clooney Bantah Rumor Calon Ibu Mertuanya Menentang Amal ...
38994,Star Wars Episode 7 story set 30 years after Return of the Jedi,Entertainment,Cerita Star Wars Episode 7 berlatar 30 tahun setelah Return of the Jedi
3828,UPDATE 1-Williams Cos to buy stake in Access Midstream Partners for $3 bln  ...,Economy,PEMBARUAN 1-Williams Cos akan membeli saham di Access Midstream Partners seharga $3 miliar ...
58554,Amazon launches a shopping machine and calls it a phone,Technology,Amazon meluncurkan mesin belanja dan menyebutnya sebagai telepon
617,LG G3 vs. Galaxy S5 vs. HTC One M8: Battle of the expensive Android phones,Technology,LG G3 vs Galaxy S5 vs HTC One M8: Pertarungan ponsel Android mahal
64456,China Stocks Hit New Low,Economy,Saham Tiongkok Mencapai Titik Rendah Baru
48084,HTC One M8: Where's the cheapest place to get it in the UK?,Technology,HTC One M8: Di mana tempat termurah untuk mendapatkannya di Inggris?
9346,JK Rowling Confirms Harry Potter Spin-Off 'Fantastic Beasts and Where to Find  ...,Entertainment,JK Rowling Mengonfirmasi Spin-Off Harry Potter 'Fantastic Beasts dan Di Mana Menemukannya ...
49462,Report: Apple on verge of buying Beats for $3.2B,Technology,"Laporan: Apple hampir membeli Beats seharga $3,2 miliar"
57506,Vt. unemployment rate drops to 3.7 percent,Economy,"Tingkat pengangguran Vt. turun menjadi 3,7 persen"
55291,'Trailer Park': 'Horrible Bosses 2',Entertainment,'Trailer Park': 'Bos yang Mengerikan 2'
39211,Intel raises outlook on stronger demand for PCs,Economy,Intel meningkatkan prospek permintaan PC yang lebih kuat
8705,Without a Trace,Economy,Tanpa Jejak
20029,'Noah' Star Emma Watson's Must-Have Weapons for the Red Carpet Mass  ...,Entertainment,Senjata Wajib Milik Bintang 'Noah' Emma Watson untuk Misa Karpet Merah ...
5670,Michelle Rodriguez & Zac Efron Kissing -- Hot Italian Vacation (PHOTOS),Entertainment,Michelle Rodriguez & Zac Efron Berciuman -- Liburan Italia yang Panas (FOTO)
64444,Pound near five-year high on Mark Carney rate rise hint,Economy,Pound mendekati level tertingginya dalam lima tahun karena petunjuk kenaikan suku bunga Mark Carney
18979,This titanosaur could set record for biggest dinosaur,Technology,Titanosaurus ini bisa memecahkan rekor dinosaurus terbesar
61347,Nicki Minaj simulates sex with backing dancer in shocking MTV VMAs performance,Entertainment,Nicki Minaj melakukan simulasi seks dengan penari latar dalam penampilan MTV VMA yang mengejutkan
50238,Sask. unemployment rate lowest in nearly 40 years,Economy,Sask. tingkat pengangguran terendah dalam hampir 40 tahun
1331,Wall Street yawns as deal news offsets data,Economy,Wall Street melemah karena berita kesepakatan mengimbangi data
34364,'Game of Thrones' premiere watched by 6.6 million,Entertainment,"Penayangan perdana 'Game of Thrones' ditonton oleh 6,6 juta orang"
40738,Plaintiffs' lawyers identify problems with GM compensation plan for ignition  ...,Technology,Pengacara penggugat mengidentifikasi masalah dengan rencana kompensasi GM untuk pengapian ...
27083,Ford to tap chief operating officer Fields as CEO's successor,Economy,Ford akan menunjuk chief operating officer Fields sebagai penerus CEO
35912,Former 'Scandal' actor Columbus Short arrested in Texas,Entertainment,Mantan aktor 'Skandal' Columbus Short ditangkap di Texas
1951,Office for iPad apps have been downloaded 27 million times in 46 days,Technology,Aplikasi Office untuk iPad telah diunduh 27 juta kali dalam 46 hari
14494,Here's an unlikely bestseller: A 700-page book on 21st century economics,Economy,Inilah buku terlaris yang tak terduga: Buku setebal 700 halaman tentang ekonomi abad ke-21
56132,Alstom accepts General Electric's 10 billion euro bid for its energy unit,Economy,Alstom menerima tawaran General Electric sebesar 10 miliar euro untuk unit energinya
53561,New album aims to resurrect Jackson's star power,Entertainment,Album baru bertujuan untuk menghidupkan kembali kekuatan bintang Jackson
61177,Google add-ons boost Docs and Sheets in new Word strike,Technology,Pengaya Google meningkatkan Dokumen dan Spreadsheet dalam serangan Word baru
39536,Must-See Late Night Clip: Jimmy Fallon and Arnold Schwarzenegger 'Get to the  ...,Entertainment,Klip Larut Malam yang Wajib Dilihat: Jimmy Fallon dan Arnold Schwarzenegger 'Dapatkan ...
39147,SXSW or CES? Why not both?,Entertainment,SXSW atau CES? Mengapa tidak keduanya?
27368,Target apologizes for system glitch causing long lines,Economy,Target meminta maaf atas kesalahan sistem yang menyebabkan antrean panjang
11689,Amazon Fire fans the flames of smartphone wars,Economy,Amazon Fire mengobarkan api perang ponsel pintar
24143,Euro boosted by Yellen,Economy,Euro didorong oleh Yellen
55522,VIDEO: Microsoft Announces The Surface Pro 3,Technology,VIDEO: Microsoft Mengumumkan Surface Pro 3
13566,"US Dollar Drops to Fresh Lows Versus Euro, Pound and Gold Ahead of Non  ...",Economy,"Dolar AS Turun ke Posisi Terendah Baru Terhadap Euro, Pound, dan Emas Menjelang ..."
39745,Stocks Climb As Nasdaq Holds Above 50-Day Line,Economy,Saham Naik Karena Nasdaq Bertahan Di Atas Garis 50 Hari
48295,Market overcomes morning slide to finish up for the day,Economy,Pasar mengatasi kemerosotan pagi hari untuk menyelesaikan hari itu
38859,What is a blood moon? Get red-dy to find out,Technology,Apa itu bulan darah? Dapatkan merah-dy untuk mencari tahu
43694,S&P 500 closes above 2000 for the first time ever: Here's what you need to know,Economy,S&P 500 ditutup di atas tahun 2000 untuk pertama kalinya: Inilah yang perlu Anda ketahui
32747,SanDisk Buys Fusion-io for 1.1 Billion,Economy,"SanDisk Membeli Fusion-io seharga 1,1 Miliar"
42914,Get your first glimpse at new Star Wars alien in charity PSA,Entertainment,Dapatkan pandangan pertama Anda tentang alien Star Wars baru di lembaga amal PSA
1108,Scientists find 101 geysers on a Saturn moon,Technology,Para ilmuwan menemukan 101 geyser di bulan Saturnus
15690,Tesla & Solar City: To Live and Die on Elon Musk's Grand Ambitions,Technology,Tesla & Solar City: Hidup dan Mati dalam Ambisi Besar Elon Musk
884,"Palestinian Christians barred from site, UN envoy reports",Entertainment,"Umat ​​​​Kristen Palestina dilarang memasuki lokasi, lapor utusan PBB"
33747,"Apple and Samsung are talking settlement, reports Korea Times",Technology,"Apple dan Samsung sedang membicarakan penyelesaian, lapor Korea Times"
65083,Remembering Michael Jackson: Five Years Later,Entertainment,Mengingat Michael Jackson: Lima Tahun Kemudian
14967,5 Tax Mistakes for Last-Minutes Filers to Avoid,Economy,5 Kesalahan Pajak yang Harus Dihindari Pelapor di Menit-Menit Terakhir
21160,US STOCKS-Futures point to lower open after weak GDP report,Economy,SAHAM AS-Futures mengarah ke pembukaan yang lebih rendah setelah laporan PDB yang lemah
5533,ET game dig reveals start of Atari collapse,Technology,Penggalian game ET mengungkap awal keruntuhan Atari
54123,VIDEO: Apple Pursuit Of Samsung Starts Bordering On Farce,Technology,VIDEO: Pengejaran Apple Terhadap Samsung Mulai Berbatasan Lelucon
46707,Kanye West and Kim Kardashian spent four days figuring out how to kiss in front  ...,Entertainment,Kanye West dan Kim Kardashian menghabiskan empat hari memikirkan cara berciuman di depan ...
36593,Synaptics Becomes Oversold (SYNA),Economy,Sinaptik Menjadi Berlebihan (SYNA)
17146,Full 'Star Wars: Episode VII' Cast Announced,Entertainment,Pemeran Lengkap 'Star Wars: Episode VII' Diumumkan
50690,OkCupid Brags About Experimenting on Users,Technology,OkCupid Membual Tentang Bereksperimen pada Pengguna
51359,"Recap: 'True Detective' Finale Season 1, Episode 8 'Form And Void'",Entertainment,"Rekap: Final 'True Detective' Musim 1, Episode 8 'Bentuk Dan Kekosongan'"
30640,HBO's 'Silicon Valley' has potential but no belly laughs,Entertainment,'Silicon Valley' HBO memiliki potensi tetapi tidak ada yang membuat perut tertawa
10882,'Batman Vs. Superman' Official Title Somehow Even More Embarrassing Than  ...,Entertainment,'Batman Vs. Judul Resmi Superman Bahkan Lebih Memalukan Daripada ...
29550,Firms says long-term financial prospects for L'Wren Scott's company were  ...,Entertainment,Perusahaan mengatakan prospek keuangan jangka panjang untuk perusahaan L'Wren Scott ...
27681,New Data Shows That America's Student Debt Crisis Isn't Just Bad For Students,Economy,Data Baru Menunjukkan Bahwa Krisis Utang Pelajar Amerika Tidak Hanya Buruk Bagi Pelajar
41424,Win: A Signed Godzilla Poster,Entertainment,Menang: Poster Godzilla yang Ditandatangani
60083,US stock futures rise after retail sales increase,Economy,Saham berjangka AS naik setelah penjualan ritel meningkat
51981,Destiny Graphical Comparison: Xbox One/360 vs PS4/PS3,Technology,Perbandingan Grafis Takdir: Xbox One/360 vs PS4/PS3
62896,"'Dancing With The Stars' Season 18 Premiere: Watch Derek Hough, Amy Purdy  ...",Entertainment,"Tayang Perdana 'Dancing With The Stars' Musim 18: Tonton Derek Hough, Amy Purdy ..."
11327,Distraught Miley Cyrus sings to giant replica of her dead dog (with video),Entertainment,Miley Cyrus yang putus asa bernyanyi di depan replika raksasa anjingnya yang mati (dengan video)
2127,Eminem & Rihanna To Perform At The 2014 MTV Movie Awards | News,Entertainment,Eminem & Rihanna Akan Tampil di MTV Movie Awards 2014 | Berita
4536,Poll: Weigh in on this week's 'Dancing with the Stars',Entertainment,Poll: Pertimbangkan 'Dancing with the Stars' minggu ini
25000,May wedding for Elton,Entertainment,Semoga pernikahan untuk Elton
58112,Jolie/Pitt's 5-year-old Daughter Gets First Acting Role - CRIENGLISH.com,Entertainment,Putri Jolie/Pitt yang Berusia 5 Tahun Mendapat Peran Akting Pertama - CRIENGLISH.com
35416,"By: Scott McDonald And Kristen Gelineau Associated Press, Published on Fri  ...",Economy,"Oleh: Scott McDonald dan Kristen Gelineau Associated Press, Diterbitkan pada Jum ..."
39097,New Michael Jackson Songs Set For Release This May,Entertainment,Lagu Baru Michael Jackson Akan Dirilis Mei Ini
5646,Edgar Wright will no longer direct the Ant-Man film,Entertainment,Edgar Wright tidak lagi menyutradarai film Ant-Man
44471,Failed Alstom bid rocks MHI's global strategy,Economy,Gagalnya tawaran Alstom mengguncang strategi global MHI
8997,"Chromecast adds Vudu, Crackle to its growing list of apps, Seinfeld fans rejoice",Technology,"Chromecast menambahkan Vudu, Crackle ke daftar aplikasinya yang terus bertambah, penggemar Seinfeld bersukacita"
42971,'Cosmos' Recap: Halley's Comet History and 4 More Amazing Facts from  ...,Technology,Rekap 'Cosmos': Sejarah Komet Halley dan 4 Fakta Menakjubkan Lainnya dari ...
18209,USD/CAD - Loonie Firm As U.S. Manufacturing Numbers Slide,Economy,USD/CAD - Loonie Menguat Seiring Penurunan Angka Manufaktur AS
14507,"Cannes: Julianne, Zoe, Kendall Jenner",Entertainment,"Cannes: Julianne, Zoë, Kendall Jenner"
6376,Drew Barrymore Welcomes Second Baby!,Entertainment,Drew Barrymore Menyambut Bayi Kedua!
59103,Crumbs sees stock rise over 1300% on rescue rumor,Economy,Crumbs melihat stok naik lebih dari 1300% karena rumor penyelamatan
21702,"Samsung Galaxy Note 4 Specs & Features Leak Again, Release Date Still  ...",Technology,"Spesifikasi & Fitur Samsung Galaxy Note 4 Bocor Lagi, Tanggal Rilis Masih ..."
36282,Happy Birthday Lady Gaga! 'Mother Monster' Turns 28,Entertainment,Selamat Ulang Tahun Nyonya Gaga! 'Ibu Monster' Berusia 28 Tahun
1507,Dr. Seuss had it right: Elephants prove discerning listeners of us humans,Technology,Dr. Seuss benar: Gajah terbukti menjadi pendengar yang cerdas bagi kita manusia
56914,VIDEO: NASA astronauts perform spacewalk outside the International Space  ...,Technology,VIDEO: Astronot NASA melakukan perjalanan luar angkasa di luar Luar Angkasa Internasional ...
56814,TV: City of Los Angeles Files $10 …,Economy,TV: Kota Los Angeles Mengajukan $10 …
64616,At Flagship Cinemas Wareham: 'Transcendence' is a smart sci-fi action film,Entertainment,Di Flagship Cinemas Wareham: 'Transcendence' adalah film aksi fiksi ilmiah yang cerdas
59736,SETI what do you want?,Technology,SETI apa yang kamu inginkan?
29607,Microsoft reveals Skype translator,Technology,Microsoft mengungkapkan penerjemah Skype
51620,Twitter Inc (TWTR) Lockup Expires With A Vengeance,Economy,Penguncian Twitter Inc (TWTR) Kedaluwarsa Dengan Secepatnya
58839,George Zimmerman Signed Autographs at an Orlando Gun Show — But Only 20  ...,Entertainment,George Zimmerman Menandatangani Tanda Tangan di Orlando Gun Show — Tapi Hanya 20 ...
13738,Debris offers 'more hope' in MH370 search,Economy,Puing-puing menawarkan 'lebih banyak harapan' dalam pencarian MH370
39329,"General Motors Rejected Improved Ignition Switch Design In 2001, Documents  ...",Economy,"General Motors Menolak Peningkatan Desain Saklar Pengapian Pada Tahun 2001, Dokumen ..."
13391,Longview unemployment steady at 5.3%,Economy,"Pengangguran jangka panjang stabil di 5,3%"
47404,Garth Brooks stand-off between Dublin City Council and promoters could end up  ...,Entertainment,Kebuntuan Garth Brooks antara Dewan Kota Dublin dan promotor bisa berakhir ...
21964,"Facebook, WhatsApp warned against privacy violations post acquisition",Technology,"Facebook, WhatsApp memperingatkan terhadap pelanggaran privasi pasca akuisisi"
24695,UN panel: Climate warming is big risk for people,Technology,Panel PBB: Pemanasan iklim adalah risiko besar bagi manusia
7415,FAA will miss drone deadline,Economy,FAA akan melewatkan tenggat waktu drone
47507,Miss USA Nia Sanchez Controversy: Miss Nevada Slams Allegations That She  ...,Entertainment,Kontroversi Miss USA Nia Sanchez: Miss Nevada Membantah Tuduhan Bahwa Dia ...
17366,Sprint Near Accord on Terms for T-Mobile Deal,Economy,Sprint Near Accord tentang Persyaratan Kesepakatan T-Mobile
38821,Box Files for IPO,Economy,Kotak File untuk IPO
50336,Check Out What's Happening On The Italian Set Of 'Avengers: Age of Ultron',Entertainment,Lihat Apa yang Terjadi di Lokasi syuting 'Avengers: Age of Ultron' Italia
22635,California is back in Tesla's gigafactory game,Economy,California kembali ke permainan gigafactory Tesla
23122,"Beyonce, Iggy Azalea, Eminem lead MTV Video Music Awards nomination pack",Entertainment,"Beyonce, Iggy Azalea, Eminem memimpin paket nominasi MTV Video Music Awards"
1935,Lamar Odom Holding Khloe Kardashian Back from Moving on With Her New  ...,Entertainment,Lamar Odom Menahan Khloe Kardashian Kembali dari Move On Dengan Barunya ...
50598,Microsoft share price: Company tightens privacy policy,Technology,Harga saham Microsoft: Perusahaan memperketat kebijakan privasi
1067,"Gym, Tanning, Fighting? 'The Situation' Of The Jersey Shore Charged In Fight At  ...",Entertainment,"Gym, Tanning, Berkelahi? 'Situasi' Pantai Jersey Didakwa Dalam Pertarungan Di ..."
1632,"US stocks: S&P 500 falls shy of a record, breaks four days of gains",Economy,"Saham AS: S&P 500 turun dari rekornya, menembus kenaikan empat hari"
61166,Unleashing Passion and Creativity Ford Launches Global Fashion Collaboration  ...,Technology,Melepaskan Semangat dan Kreativitas Ford Luncurkan Kolaborasi Fesyen Global ...
56831,"Future of open Internet under threat owing to digital espionage, critical content  ...",Technology,"Masa depan Internet terbuka terancam karena spionase digital, konten penting ..."
28108,2014 Winners Announced as MMVA Hosts Mark a New Jenner-ation of Star Power,Entertainment,Pemenang 2014 Diumumkan sebagai Pembawa Acara MMVA Menandai Jenner-asi Baru dari Star Power
17179,"Eminem teams with Spike Lee for moody, nostalgic 'Headlights' video",Entertainment,Eminem bekerja sama dengan Spike Lee untuk video 'Headlights' yang murung dan penuh nostalgia
20837,Is this the Microsoft Surface Mini?,Technology,Apakah ini Microsoft Surface Mini?
32731,"WWE Raw results, live blog (June 30, 2014): Money in the Bank fallout show",Economy,"Hasil WWE Raw, blog langsung (30 Juni 2014): Pertunjukan kejatuhan Uang di Bank"
39775,California Attorney General Kamala D. Harris Announces $550 Million Joint  ...,Economy,Jaksa Agung California Kamala D. Harris Mengumumkan Gabungan $550 Juta ...
27529,Microsoft Will Shut Down Xbox Entertainment Studios To Focus More On Games,Technology,Microsoft Akan Menutup Xbox Entertainment Studios Untuk Lebih Fokus Pada Game
8138,Time Warner picks a date for its spin-off of Time Inc. – May 23,Economy,Time Warner memilih tanggal untuk spin-off Time Inc. – 23 Mei
58938,Cameron Diaz and Jason Segel look for their 'Sex Tape' (VIDEO),Entertainment,Cameron Diaz dan Jason Segel mencari 'Sex Tape' mereka (VIDEO)
9431,A Sneak Preview of Coldplay's New Album 'Ghost Stories',Entertainment,Pratinjau Sekilas Album Baru Coldplay 'Ghost Stories'
5575,Soul singer and the well known songwriter Bobby Womack died at the age of 70,Entertainment,Penyanyi soul dan penulis lagu terkenal Bobby Womack meninggal pada usia 70 tahun
24458,Watch the First 'SpongeBob SquarePants: Sponge Out of Water' Trailer Spring to  ...,Entertainment,Tonton Trailer Pertama 'SpongeBob SquarePants: Sponge Out of Water' Spring to ...
22508,Comic-Con 2014: Marvel Announces 'Guardians of the Galaxy' Animated Series,Entertainment,Comic-Con 2014: Marvel Mengumumkan Serial Animasi 'Guardians of the Galaxy'
34307,Cloudy skies? Not in the Americas? Watch the total lunar eclipse here,Technology,Langit mendung? Bukan di Amerika? Saksikan gerhana bulan total di sini
30977,63 Alexander McQueen bags or space with Leonardo DiCaprio?,Entertainment,63 Tas atau ruang Alexander McQueen dengan Leonardo DiCaprio?
48195,"Today's Wall Street News Led by GM, F, and BNP Paribas",Economy,"Berita Wall Street Hari Ini Dipimpin oleh GM, F, dan BNP Paribas"
28534,"5 tips,to keep your Android device more secure",Technology,"5 tips,untuk menjaga perangkat Android Anda lebih aman"
869,"Samsung Galaxy Note 4 release date likely after IFA 2014, report says",Technology,"Tanggal rilis Samsung Galaxy Note 4 kemungkinan besar setelah IFA 2014, kata laporan"
51023,Why I Believe Markets Are Rigged,Economy,Mengapa Saya Percaya Pasar Dicurangi
61115,Square Eases the Complicated Process of Getting Capital to Growing Businesses,Economy,Square Memudahkan Proses Rumit Mendapatkan Modal untuk Bisnis yang Berkembang
51436,Update on the latest in business:,Technology,Pembaruan terkini dalam bisnis:
56996,AT&T To Take Pre-Orders For Samsung Galaxy S5 Tomorrow,Technology,AT&T Akan Menerima Pre-Order Untuk Samsung Galaxy S5 Besok
22980,Gas prices jump during refinery down time,Technology,Harga gas melonjak selama waktu henti kilang
2693,"Kevin Feige Talks Avengers: Age of Ultron Villain; New Arrow, Captain America  ...",Entertainment,"Kevin Feige Berbicara tentang Avengers: Penjahat Zaman Ultron; Panah Baru, Kapten Amerika ..."
9522,WWE Network Ready for International Rollout to Pin Down New Subscribers,Technology,Jaringan WWE Siap Peluncuran Internasional untuk Menjamu Pelanggan Baru
32274,AT&T wants to beat Google Fiber to the punch in 21 new cities,Technology,AT&T ingin mengalahkan Google Fiber di 21 kota baru
42241,'Grey's Anatomy' director David Greenspan opens up about Sandra Oh's exit and  ...,Entertainment,Sutradara 'Grey's Anatomy' David Greenspan membuka tentang keluarnya Sandra Oh dan ...
19051,"Sense 6 update will arrive to One (M7), Mini and Max this spring",Technology,"Pembaruan Sense 6 akan hadir ke One (M7), Mini dan Max musim semi ini"
59478,"Downloads 'On A Downward Trend', Say Experts",Technology,"Unduhan 'Dalam Tren Menurun', Kata Para Ahli"
45616,"Ford recalls 692K Escape SUVs, C-Max hybrids over airbags, door handles",Technology,"Ford mengingat kembali SUV 692K Escape, hibrida C-Max melalui kantung udara, gagang pintu"
11422,Embed video Video URL,Economy,Sematkan URL Video video
33826,AT&T's deal with DirecTV opens door to innovators,Technology,Kesepakatan AT&T dengan DirecTV membuka pintu bagi para inovator
27815,"Burger King unveils ""Proud Whopper"" for Gay Pride event",Economy,"Burger King meluncurkan ""Proud Whopper"" untuk acara Gay Pride"
8743,How Julianna Margulies Guilted Josh Charles Into 15 More Episodes of The  ...,Entertainment,Bagaimana Julianna Margulies Bersalah Josh Charles Ke 15 Episode Lagi ...
42448,Google's Nest buys in-home camera Dropcam,Technology,Google Nest membeli kamera rumahan Dropcam
26386,Superman Does Not Look Happy In His First Batman V. Superman Pic,Entertainment,Superman Tidak Terlihat Bahagia di Foto Batman V. Superman Pertamanya
37317,What The Buy Side Expects From Urban Outfitters,Economy,Apa yang Diharapkan Sisi Pembelian dari Penjual Pakaian Perkotaan Perkotaan
53257,Microsoft To Cut 14 Percent Of Its Workforce,Technology,Microsoft Akan Memangkas 14 Persen Tenaga Kerjanya
49586,Apple iPhone 6 Release in September to Ship with Sapphire and Liquidmetal  ...,Technology,Apple iPhone 6 Rilis September Dikirim dengan Sapphire dan Liquidmetal ...
33181,Pandora Media (P) Scheduled to Post Quarterly Earnings on Thursday,Economy,Pandora Media (P) Dijadwalkan Memposting Pendapatan Kuartalan pada hari Kamis
14047,Washington issues first pot shop licenses,Economy,Washington mengeluarkan izin toko pot pertama
46731,Transformers 4 China gross exceeds US after five days,Entertainment,Pendapatan kotor Transformers 4 Tiongkok melebihi AS setelah lima hari
24718,If Google Glass is just a 'prototype' why is it pairing up with luxury sports eyewear?,Technology,Jika Google Glass hanyalah sebuah 'prototipe' mengapa ia dipasangkan dengan kacamata olahraga mewah?
