text,label
apple meluncurkan ios 8 vs apple store: ios 8 adalah rilisan terbesar,2
arab saudi melaporkan 2 kematian lagi akibat virus mers,0
"yang baik, yang buruk, dan yang jelek dari amazon fire phone",2
who menemukan kota-kota di india memiliki udara paling kotor,2
trailer baru x-men memperlihatkan sentinel mengagumkan dari masa depan,1
fbi mengatakan minuman keras bubuk sebenarnya tidak legal,1
sedikit hal positif: tarif tanpa asuransi turun ke level terendah sejak 2008 (detail),0
zac efron ingin reuni musikal sma,1
"amazon sedang mengerjakan perangkat keras, termasuk kindle ultra-tipis",2
microsoft mengakhiri dukungan untuk windows xp hari ini,2
spacex dragon diluncurkan untuk stasiun luar angkasa internasional,2
selasa di pertunjukan nab: ini hari fcc,2
"tunggu, bukankah mrs doubtfire 2 sebenarnya ide yang buruk?",1
sony akan menjual playstation di china melalui usaha patungan,2
"tidak dapat mencapai kesepakatan dengan kreditor, argentina mengalami gagal bayar (default).",0
korea utara memperingatkan tindakan 'tanpa ampun' terkait film yang mengolok-olok pemimpinnya,1
ulasan film: 'the grand budapest hotel' adalah buku cerita yang menjadi hidup,1
bankir swasta di asia mengambil keuntungan dari booming teknologi di tiongkok,0
"citi untuk menyelesaikan klaim sekuritas lama, dikenakan biaya $100 juta",0
macklemore dituduh memparodikan sterotipe yahudi dengan kostum aneh,1
`grease live` ditayangkan di tv,1
"saham-saham as melesat ke rekor tertinggi seiring dengan menurunnya angka pengangguran, begitu pula ftse 100 akan...",0
bisnis penyewaan peralatan hertz menjadi perusahaan sendiri,0
mars gully channel terbentuk tiga tahun lalu terlihat oleh mro nasa,2
pengguna windows xp tidak akan mendapatkan perbaikan untuk bug ie,2
selamat paskah dari staf di the nelson daily,1
berbicara dengan saudara perempuan putri adalah bagian dari minggu sibuk lauer,1
whedon merilis film baru 'in your eyes' secara online,1
fotografer pin-up bunny yeager meninggal,1
john legend & chrissy teigen berkilau tapi jangan terkejut di met gala!,1
inilah perangkat yang anda perlukan untuk menjalankan ios 8,2
general motors membayar jutaan dolar sebagai ganti rugi,2
riksbank mendalam!,0
at&t htc one mini memperbarui ke android 4.4 kitkat,2
nbc memenangkan pekan primetime 19 mei dalam demo utama,1
ini adalah smartphone motorola tanpa kontrak seharga $129,2
"chris colfer tidak meninggalkan ""glee""",1
foto: madonna pamer bulu ketiak panjang di instagram,1
p&m: fed memberi empat bank lebih banyak waktu untuk menyampaikan rencana modal,0
tonton: kendall jenner mengolok-olok kegagalan isyarat otomatis di video muchmusic 2014 ...,1
"sherri shepherd, jenny mccarthy keluar di the view",1
google glass tersedia untuk dibeli hari ini,2
mh370 langsung: satelit prancis mendeteksi kemungkinan hilangnya puing-puing pesawat malaysia,0
awasi kapal anjing,2
seberapa realistis rencana facebook menggunakan drone untuk konektivitas internet?,2
apple mungkin juga akan meluncurkan iwatch pada 9 september,2
taylor swift menangis 'setiap kali' dia melihat blue ivy,1
presiden obama merilis pernyataan tentang meninggalnya maya angelou,1
htc one mini 2 vs samsung galaxy s5 mini – panduan pembelian interaktif kami,2
iklan seluler mendorong lonjakan pendapatan facebook,0
total dana pengembalian pimco memiliki penukaran bulan ke-14,0
pria tunawisma di oregon menerima vma untuk miley cyrus,1
seacrest: meninggalnya kasem merupakan kehilangan bagi seluruh pendengar radio,1
nasional 'mengabaikan dewan terkait perubahan iklim',2
justin bieber membandingkan dirinya dengan putri diana setelah 'kecelakaan mobil yang disebabkan oleh ...,1
kepercayaan konsumen as meningkat di bulan mei,0
tiongkok menyukai mobil mewah meski mengalami kemerosotan,0
indeks saham acuan wall street ditutup di atas tahun 2000 untuk pertama kalinya,0
keuntungan samsung turun karena harga smartphone semakin murah,2
rilisan facebook slingshot di seluruh dunia mengabaikan windows phone,2
cinco de mayo dijelaskan hanya dalam 10 detik (petunjuk: ini bukan tentang margarita),1
"as mengidentifikasi bahasa rusia yang terkait dengan cryptolocker, gameover zeus",2
pandangan suram ekonom prancis thomas piketty tentang kesenjangan kekayaan,0
saham twitter melonjak setelah terobosan pendapatan kuartalan (diperbarui),0
apakah anda peduli terhadap perubahan iklim? tiga cara membuat perbedaan melalui ...,2
aktor yang muncul dalam serial tv 'the shield' akan diadili untuk dakwaan pada ...,1
pernah berkencan buta yang buruk? anda akan berhubungan dengan “dicampur”,1
arti lirik eminem 'headlights': rapper minta maaf kepada ibu debbie ...,1
google menambahkan 'mesin waktu' ke tampilan jalan,2
komet 'siding spring' yang menuju mars mengeluarkan jet,2
sony akan berhenti menjual konsol psp,2
pertemuan perubahan iklim untuk membahas masa depan bahan bakar fosil,2
"amazon mengungguli hulu, apple menjadi layanan video streaming no. 3 di belakang ...",1
"hello kitty bukan kucing. tunggu, apa?!",1
bryan singer dituduh melakukan pelecehan seksual pada remaja inggris,1
piring terbang nasa lepas landas,2
tonton: red letter media tonton 3 film 'transformers' pertama secara bersamaan ...,1
penghargaan film mtv – 2014,1
langkah paten elon musk menjadikannya raja sosial minggu lalu,2
mural rolf harris di sheffield akan dicat ulang,1
penerbit call of duty menghadapi gugatan,2
paket peta dlc pertama titanfall diluncurkan pada mei - $10 untuk 3 peta,2
pengadilan memberikan perintah penahanan kepada miley,1
twitter menandatangani kontrak senilai $230 juta selama 2 tahun dengan raksasa iklan omnicom,0
apple dan google menyelesaikan gugatan motorola mobility yang akan datang,2
penasihat/ walmart dan euronet akan mengumumkan layanan baru,0
apakah rossi punya tombol pengontrol kerusakan di m1-nya?,2
galaxy menyambut beberapa pahlawan baru,1
pembaruan 'threshold' mungkin gratis untuk pengguna windows 7 dan 8.1,2
angelina jolie: saya tergerak oleh naskah jahat,1
warga kanada bisa melihat sekilas hujan meteor baru: nasa,2
tampilan pertama batmobile baru dari 'batman vs. superman',1
bradley cooper sebagai indiana jones berikutnya?,1
"pasar global – saham melemah karena prospek pertumbuhan yang mengkhawatirkan, meskipun data as ...",0
us airways men-tweet gambar porno kepada pelanggan yang mengeluh,1
veggie akan memperluas produksi makanan segar di stasiun luar angkasa,2
"arm, intel saling menyerbu pasar chip masing-masing",2
nasa akan meluncurkan 'piring terbang' di atmosfer bumi,2
mesin penjual ganja pertama diluncurkan di colorado,0
kudeta militer thailand: taylor swift membatalkan konser karena masalah keamanan,1
"mobil remaja lebih tua, lebih kecil dan kurang aman: belajar",2
halo dunia: komunikasi stasiun luar angkasa internasional semakin cepat,2
jailbreak ios 7.1 yang tidak ditambatkan tidak dimungkinkan,2
samsung galaxy tab 3 vs google nexus 7: perbandingan tablet terbaru,2
"bean, boe: jika sterling naik, kenaikan suku bunga lebih lanjut akan ditunda",0
liz vs jim: apa yang terjadi dengan johnny depp?,1
"orang tercantik majalah people: lupita nyong'o raih penghargaan tertinggi, lihat ...",1
jk rowling akan hadir di tv dekat anda,1
beyonce dan kim kardashian bertemu satu sama lain di klinik dermatologi mereka - ...,1
nuh: review film,1
stacy keibler menikahi pacarnya selama tujuh bulan dalam upacara kejutan di meksiko,1
penjualan rumah baru di as tiba-tiba merosot ke level terendah dalam delapan bulan,0
snapchat menyadari bahwa inovasi tanpa izin mempunyai konsekuensi,2
express inc. (expr) mencapai level tertinggi 2 bulan setelah sycamore menunjukkan minat,0
kotak fakta: gm memanfaatkan pakar dana bencana untuk mendapatkan dana bagi calon korban penarikan kembali,2
miley cyrus menjelajahi london bersama ibunya,1
'captain america' menyingkirkan 'noah' untuk memecahkan rekor box office bulan april,1
laporan ketenagakerjaan adp: pratinjau juni 2014,0
larry page ingin anda bekerja lebih sedikit,2
"penayangan perdana musim game of thrones menarik rating besar, menghancurkan aplikasi hbo",1
harrison ford bisa melewatkan delapan minggu pemotretan star wars karena cedera,1
ibu negara: dokter hewan menghadapi hambatan pekerjaan yang 'tidak dapat diterima' - ktvn channel 2 - reno tahoe ...,1
temui para penggemar miley yang berkemah di tengah hujan glasgow sejak minggu,1
apakah ar rahman seorang pesulap atau mozart kita?,1
lindsay lohan - lindsay lohan tidak mau berbicara dengan saudara tirinya,1
game of thrones' 'breaker of chains': acara paling sinis di tv menampilkan ...,1
putra softbank: pertemuan baru dengan regulator 'diperlukan' dalam merger,2
"pekerja pos yang memprotes mempertanyakan 'kesepakatan ruang belakang' antara staples, usps",0
ketika rumor mengalahkan pendapat para ahli,0
credit suisse akan membayar $885 juta dalam kasus penipuan hipotek fhfa,0
"blackberry masih merugi, namun tetap optimis",0
laporan box office mania: aturan masa depan,1
"saham as menguat karena data, komentar yellen; dow naik 0,12%",0
"lithuania siap mengadopsi euro mulai tahun 2015, kata komisi",0
taylor swift red tour & boyfriend update: penyanyi adalah penghasil musik tertinggi ...,1
editorial: perubahan iklim adalah masalah semua orang,2
rusia dan tiongkok mendapatkan kesepakatan gas hampir setengah triliun dolar,0
pernyataan mode ray-ban google yang cerdik,2
"snapshot saham as-bioteknologi kembali terpukul, memperpanjang kemerosotan wall st",0
pengarahan prapasar 23 april: 10 hal yang harus anda ketahui,0
harga emas naik hari ini,0
pakaian wonder woman dan spoiler film “batman vs superman”.,1
iliad dari prancis membuat pendekatan pembelian untuk t-mobile as,2
kedua pihak di ukraina bantah menembak jatuh pesawat malaysia yang berisi 29 ...,0
victoria beckham berbagi foto pernikahan throwback yang luar biasa untuk ke-15 ...,1
masih seekor merpati,0
fed menurunkan perkiraan pemulihan minyak serpih monterey sebesar 96%,0
"pasar obligasi minggu depan: saham didukung kebijakan moneter yang stabil, tapi ...",0
"nic pizzolatto mengatakan 'true detective' musim kedua akan memiliki 3 pemeran utama, jelajahi ...",1
kendall jenner tampil cantik dalam gaun topshop pink untuk met gala!,1
facebook: ibu hickory tidak menghadapi larangan seumur hidup atas ph putrinya - kctv5,2
kamp rampasan! kim kardashian memamerkan bokongnya saat dia pergi ke gym dengan cerah dan ...,1
tesla mulai membangun gigafactory di luar reno,2
layanan paskah area terdaftar,1
irs membayar bonus $1 juta kepada karyawan yang masih berutang pajak,0
laba-laba purba awalnya memiliki 2 pasang mata,2
air china terpukul keras karena imbal hasil yang anjlok,0
gambar terbaik dari festival film cannes ke-67,1
"pihak berwenang los angeles mengatakan putra aktor robert downey, jr. yang berusia 20 tahun adalah ...",1
nokia x2 adalah ponsel android pertama buatan microsoft,2
"target harga pasar makanan utuh diturunkan menjadi $61,00 di oppenheimer (wfm)",0
"klip bersaing dengan kardashians: paranormal, jongkok, dan sperma",1
peraih nobel garcia garcia marquez meninggal pada usia 87 tahun,1
tablet htc 'volantis' bisa jadi tablet nexus 8.9 mendatang: yang anda butuhkan ...,2
facebook mengakuisisi startup realitas virtual oculus,2
dewan allergan menolak tawaran yang berani,0
"""bintang 'the brady bunch' 'alice' meninggal setelah menderita kejatuhan"".",1
hiburan lions gate,1
apa yang diketahui rusia tentang tamerlan tsarnaev,2
eminem dan rihanna bersama lagi: pasangan mengumumkan 'tur monster' bersama,1
momentum kemerdekaan (paskah),1
kemungkinan exomoon ditemukan,2
berharga-emas tergelincir setelah data nonfarm payrolls as optimis,0
"data kuat, mega merger tidak mampu mendorong rekor tertinggi baru di ekuitas as",0
miley cyrus melakukan perjalanan dengan lsd untuk superfreak flaming lips! tonton ...,1
pekerja pos charlotte memprotes program staples,0
google shopping meluncurkan pengiriman pada hari yang sama di nyc dan l.a.--dan gratis ...,2
7 april 2014: dikonfirmasi - superman dan captain america akan berhadapan di tahun 2016,1
krisis irak menimbulkan kekhawatiran di pasar minyak,0
obama: kritikus akan mengganti nama obamacare,0
khloé kardashian mendapat jeep putih untuk ulang tahunnya,1
aktor sitcom mempersiapkan perceraian,1
"ulasan 'noah': kisah yang bagus memiliki aktor yang kuat, dan bukan hanya 2",1
rayakan 75 tahun 'wizard of oz' yang menakjubkan di destinasi wisata ini,1
enam warga iran ditangkap setelah menari mengikuti lagu 'happy' milik pharrell di video (diperbarui),1
"inflasi tiongkok naik 2,4 persen di bulan maret",0
htc one m8 mendorong perusahaan menjadi untung,0
sebuah pelajaran dari kesepakatan oculus-facebook: kickstarting bukanlah investasi,2
"kickstarter salad kentang $10 menjadi viral, mengumpulkan lebih dari $40000: internet suka ...",1
transformers akan meledak di tiongkok,1
"paul mazursky, sutradara an unmarried woman, meninggal pada usia 84 tahun",1
musikal langsung 'grease' akan disiarkan di fox pada tahun 2015,1
peringkat definitif semua karakter 'kacang',1
[stream hd] {tonton} game of thrones musim 4 episode 3 pemecah gratis online ...,1
anggota dewan independen scania mengatakan tawaran vw terlalu rendah,0
lanskap st. helens masih menyimpan korbannya yang hilang,2
gopro secara publik mengajukan ipo senilai $100 juta,0
komisaris california terus memperjuangkan otoritas tingkat kesehatan,0
hong kong menentang beijing dengan konsultasi mengenai hak pilih universal,0
'reading rainbow' didapat dari seth macfarlane,1
"google, barnes & noble bekerja sama untuk pengiriman di hari yang sama",0
spoiler: pencipta game of thrones dalam adegan kontroversial,1
"gsk, novartis mengungkap perubahan besar",0
ceo sasaran,0
selena gomez pamer tato baru usai akhiri hubungan dengan justin bieber ...,1
hujan meteor lyrid akan terjadi selasa pagi,2
pendapatan cloud yang kuat membantu microsoft mengalahkan estimasi wall street di q3,0
blackberry membukukan keuntungan mengejutkan untuk kuartal pertama,0
ukuran perekonomian as meningkat selama tiga bulan berturut-turut,0
spesies burung yang punah memiliki lebar sayap pesawat tempur perang dunia i,2
credit agricole memperingatkan: jangan beli eur menjelang ecb minggu ini,0
weed firm menghilang dari app store dalam kepulan asap,2
hampir 2 juta pemilik rumah tidak lagi 'serius' di bawah air,0
gm menarik kembali 3 juta mobil lagi karena masalah saklar pengapian,2
flash xxugng3 android 4.3 jb firmware resmi di galaxy s3 i9300 - cara,2
peter dinklage berbicara tentang adegan final game of thrones musim 4 yang penting dari tyrion,1
fed tidak jelas tentang kenaikan suku bunga,0
spoiler once upon a time in wonderland musim 1: the knave dan jafar ...,1
"dengarkan lagu baru jack white ""lazaretto""",1
film baru dari sutradara avengers joss whedon dirilis dengan sewa vimeo $5,1
tiga orang ditangkap di luar rumah taylor swift di rhode island,1
bagikan lokasi persis anda dengan teman-teman facebook,2
amazon sedang dalam pembicaraan dengan jaringan inggris mengenai telepon fire,0
hari ini adalah hari jumat tanggal 13 dan bulan purnama,2
minggu ketika mick jagger menemukan harga ketenaran yang sebenarnya,1
apple bekerja sama dengan mantan saingannya ibm dalam aplikasi bisnis,2
ditulis oleh siaran pers,2
apple inc. tidak boleh meluncurkan iphone 6,2
pemangkasan yang dilakukan barclays membuktikan model perbankan as sudah mati,0
bill murray mengeksplorasi sisi menyimpangnya di 'st. cuplikan vincent,1
"coldplay merilis album lesu 'ghost stories', mengecewakan penggemar",1
"pendapatan lowe's companies, inc.: bisakah mereka melampaui home depot?",0
pmi manufaktur resmi tiongkok meningkat lebih tinggi di bulan mei,0
video di lokasi: irlandia utara memperdagangkan the troubles dengan game of thrones,1
"keramaian pasar: saham naik, semua perhatian tertuju pada pekan pendapatan besar",0
valeant menaikkan tawaran pengambilalihan untuk allergan dengan lebih banyak uang tunai,0
spoiler scandal season 3 episode 15: the grant children akhirnya muncul (+ ...,1
justin bieber & selena gomez tinggal bersama,1
pengecer memperingatkan pada q1,0
kebakaran hutan semakin parah akibat pemanasan global,2
men's wearhouse akhirnya berhasil mengakuisisi jos.a.bank,0
ulasan watch dogs: blockbuster baru ubisoft montreal lebih dari sekedar ...,2
sony playstation network mengalami serangan ddos,2
saham hong kong ditutup datar,0
kecantikan mandi kim kardashian menenangkan diri dengan pakaian renang tembus pandang yang berani saat ...,1
tanggal rilis samsung galaxy s5 mini dikabarkan pertengahan juli,2
boeing akan merakit 787-10 di carolina selatan,0
penayangan perdana film depardieu di cannes terinspirasi oleh mantan ketua imf,1
trailer pertama 'the hobbit: the battle of the five armies' debut,1
"madonna kembali menyutradarai, akan membawakan 'adé: a love story'!",1
yahoo meluncurkan aplikasi flickr 3.0 baru untuk iphone [video],2
ferguson keluar dari pertunjukan terlambat,1
hakim joe brown dibebaskan atas pengakuannya sendiri,1
burung awal archaeopteryx 'mengenakan celana bulu' untuk dipajang,2
"pemeran 'big bang theory' kemungkinan akan memenangkan perselisihan upah dengan cbs, kata orang dalam",1
ibu gedung putih sedang mem-boot justin bieber,1
bayi gorila kini melakukan hal-hal lucu di kebun binatang bronx,2
jajak pendapat: apakah 'the walking dead' merupakan acara tv terlaris sepanjang masa?,1
"""hilary duff menyalurkan lizzie mcguire dewasa dalam video 'chasing the sun'"".",1
kanye west dicemooh di festival nirkabel london,1
double deluxe: victoria beckham adalah subjek sampul agustus vogue inggris (forum ...,1
misi 2018: prototipe mars rover diluncurkan di inggris,2
pencipta flappy birds 'mempertimbangkan' kembalinya game ini dengan 'peringatan' tambahan,2
jpl siap membangun nasa mars lander 2016,2
pengadilan pbb melarang perburuan paus di jepang,2
siapa yang menjadi kaya dari ipo gopro?,0
google menetapkan tujuan di luar ponsel pintar,2
peluncuran iphone 6 dijadwalkan pada bulan september atau lebih baru,2
mengambil pinjaman rumah? jelajahi cara hibrida,0
dolar kanada naik jelang data inflasi,0
fcc akan menyelidiki pertarungan netflix melawan penyedia internet,2
"trailer & detail 'civilization: beyond earth': kemajuan nonlinier, 2014 ...",2
teknologi wearable dari microsoft memungkinkan pakaian mengisi daya ponsel,2
robin tebal - paula,1
saham dan obligasi naik lebih tinggi setelah komentar draghi,0
video musik 'west coast' lana del rey yang gelap dan aneh,1
"valeant meningkatkan tawaran untuk membeli pembuat botox, allergan",0
archer daniels midland akan membeli pembuat bahan makanan swiss wild flavours untuk ...,0
blended adalah upaya menyedihkan untuk memanfaatkan kenangan indah adam sandler ...,1
"ntt docomo jepang akan mulai menjual ipad air, mini apple (aapl) pada bulan juni ...",2
blackberry menang menguasai keyboard,2
"crap flap-app flap chap yaps: ya, saya membawa flappy bird kembali",2
"inflasi inggris mencapai titik terendah baru dalam empat tahun di bulan februari, dan harga rumah naik tajam",0
saham berjangka turun di tengah beragamnya pendapatan blue-chip,0
"iphone 6, iwatch dan ipad – rumor apple terbaru",2
tujuh belas warga inggris ditangkap dalam tindakan keras yang dipimpin fbi terhadap program komputer berbahaya,2
"gm mengenang perusahaan yang menantang, membuat pelanggan kesal",2
"trailer ""jupiter ascending"" baru: keluarga wachowski menjadi besar, jangan pulang",1
"saham eropa naik jelang pernyataan boe dan ecb; naik 0,55%",0
"setahun setelah keruntuhan mematikan, industri garmen bangladesh tetap rusak",0
produsen mobil akan menarik kembali kantung udara di wilayah as yang lembab - quincy herald-whig | illinois ...,2
"zac efron keluar dari pasar, berkencan dengan pemain 'neighbours', halston sage",1
pengangguran florida pada titik stabil,0
sara stewart,1
"film whitney houston lifetime sedang dikerjakan, angela bassett sebagai sutradaranya",1
panggilan terakhir ke kapal! akhir dari mobil bar metro-utara,0
semua mata tertuju pada austin saat motogp mendarat di as,2
ulang tahun mustang ke-50,2
"chris evans di 'captain america 2,' robert redford love, dan 'avengers 2 ...",1
tidak ada lagi yang hancur: king digital melompat di atas harga ipo,0
dunia cuaca matt: hujan meteor malam ini!,2
wanita kiwi yang diserang oleh rolf harris diminta untuk melapor,1
new york ag akan mengajukan gugatan penipuan sekuritas terhadap barclays: sumber,0
jacko untuk menggetarkan penggemarnya - lagi,1
gedung putih bergerak untuk menyelamatkan lebah,2
williams akan mengambil alih access midstream senilai $6 miliar,0
weale dari boe mengatakan pertumbuhan upah akan mencapai inflasi ganda,0
miley cyrus terpaksa membawakan lagu hanya dengan celana dalam dan bra mungilnya setelah ...,1
"as menyetujui hukuman yang “lebih adil” terhadap bnp paribas, kata menteri perancis",0
oprah memiliki segalanya – bahkan minuman starbucks miliknya sendiri,1
lana del rey dan tunangan barrie-james o'neill telah berpisah — laporan,1
"jumat tanggal 13 ini bertepatan dengan bulan purnama; jadi, kenapa kamu begitu takut?",2
"brian williams merilis fallon rap ke-7, kali ini 'gin and juice' milik snoop",1
botnet gameover zeus diyakini telah menginfeksi hingga 1 juta komputer,2
rolf harris menjadi vokalis film kids can say no selama periode penyerangan,1
facebook meluncurkan fitur pengenalan audio baru,2
stella mccartney kids memperkenalkan desain 'maleficent' yang luar biasa,1
karyawan mozilla membawa ke twitter untuk pengunduran diri ceo,2
lg g watch vs. samsung gear live: pertarungan spesifikasi,2
layanan khusus pekan suci,1
boeing akan membangun 787 terbesar di selatan,0
seseorang membayar $2 juta untuk makalah yang ditulis bob dylan,1
ilmu pengetahuan palsu di balik 'pelepasan secara sadar' paltrow dan martin,1
"pada argumen aereo, bisakah analogi kuno menjelaskan teknologi baru?",1
microsoft mengarahkan surface 3 pro ke “people”,2
george clooney dan amal alamuddin mengadakan pesta pertunangan,1
"apple membeli beats seharga $3,2 miliar: dr. dre & tyrese",2
facebook menambahkan fitur seluler untuk menemukan teman terdekat,2
versi remaster terakhir dari kami tanggal 20 juni oleh berbagai pengecer,2
captain america resmi jadikan marvel merek paling sukses di film ...,1
detail baru muncul tentang surface pro baru yang lebih besar,2
shire akan mempertimbangkan proposal abbvie yang direvisi - fakta singkat,0
pejabat: jembatan i-495 tidak akan segera dibuka kembali,0
chris harrison membahas drama 'after the final rose' di 'good morning america',1
puluhan orang dirawat di rumah sakit di konser avicii boston,1
tila tequila mengharapkan anak pertama,1
bulan madu menyinari langit malam bermuda,2
"android mungkin menjual lebih banyak dari iphone, tapi pengembang menghasilkan lebih banyak uang dari aplikasi ios",2
cacat internet explorer belum ditambal,2
"pertarungan sedang berlangsung: dengan selesainya audisi, 'the voice' mulai berbisnis",1
intip: 'peanuts' kembali muncul di layar lebar,1
gwyneth paltrow bergabung dengan chris martin dalam tur agar dia bisa melihat anaknya?,1
kim kardashian dan kanye west menikmati es krim pra-pernikahan di paris,1
apple mengupayakan larangan penjualan pada 9 model samsung lama,2
review film: '22 jump street' sukses dengan melakukan hal yang sama,1
saham beragam karena s&p 500 turun di bawah tahun 2000,0
forex - yen jepang datar di asia karena suara krimea mengarah pada aneksasi,0
"hiccup (jay baruchel) dan toothless melakukan sesuatu yang mewah, ""cara melatih ...",1
bisakah facebook menggunakan data anda untuk penelitian psikologis?,2
shigeru ban memenangkan hadiah pritzker,1
cara memeriksa apakah perangkat android anda dapat diretas melalui heartbleed,2
langkah kelas satu! amy adams menyerahkan kursinya kepada tentara,1
apple mungkin meluncurkan iphone 6 dengan layar 4.7 inci dan mengganti nama perangkat 5.5 inci ...,2
india mengakui delhi sama dengan beijing dalam hal polusi udara yang mengancam kesehatan masyarakat,2
"lindsay lohan mungkin bersikeras dia bersih di depan kamera, tapi pelatihnya yang sadar memohon ...",1
jaringan berita tv mengabaikan 'matinya netralitas internet',2
rolf harris dicopot dari beasiswa bafta,1
ikon radio as casey kasem meninggal pada usia 82 tahun,1
zebra akan mengakuisisi bisnis perusahaan motorola,0
semua berita dari hollywood,1
ulasan teater 'hedwig and the angry inch': neil patrick harris menyeberang ke ...,1
jonathan safran foer membawa literatur ke piala chipotle (sungguh),1
"family dollar stores inc., naik $15,08 menjadi $75,74",0
cheatsheet pernikahan kim dan kanye: semua yang perlu anda ketahui tentang ...,1
apakah harga gas penting lagi?,2
film pesaing bowe bergdahl datang dari kathryn bigelow dan todd field,1
miley cyrus lanjutkan tur 'bangerz' di o2 arena london dengan gaya biasa,1
"kim kardashian: menghabiskan uang, menunjukkan belahan dada",1
dukungan microsoft xp berakhir selasa,2
film antman: yang perlu diketahui tentangnya,1
harga minyak bervariasi di perdagangan asia seiring meredanya kekhawatiran atas irak,0
"lima mantan karyawan madoff dinyatakan bersalah atas penipuan, konspirasi untuk ponzi ...",0
pengangguran di kalangan warga kulit hitam amerika dua kali lipat dibandingkan pengangguran di kalangan warga kulit putih,0
sultan hassanal bolkiah dari brunei yang hidup tinggi menerapkan hukum hudud islam,1
"apple mendapatkan kemenangannya dengan pembelian beats electronics senilai $3,2 miliar",2
“brick mansions”: apakah karakter rza adalah nino brown yang baru? [eksklusif],1
ulasan samsung galaxy s5: tanda-tanda bahwa kita mungkin telah mencapai 'puncak smartphone',2
apakah teman facebook anda ada di dekat anda? fitur baru memungkinkan pelacakan,2
leonardo dicaprio akan membintangi revenant,1
"rumor menunjukkan ipad 12,9 inci memasuki ...",2
chris harrison dari the bachelorette: hati andi bergerak ke satu arah dan kepalanya ...,1
fiat membukukan kerugian kuartalan sebesar $444 juta,0
facebook (fb) memberi pengguna kontrol lebih besar atas iklan yang mereka lihat,2
chris brown mengirimi pacarnya karrueche tran pesan yang menyentuh hati dari penjara ...,1
"apple setuju untuk membayar sebagai penyelesaian, dengan syarat",2
"joan lunden, lama selamat pagi amerika, menderita kanker payudara (video)",1
video: peneliti menemukan dinosaurus raksasa mirip ayam,2
facebook membeli aplikasi kebugaran bergerak saat perlombaan kesehatan memanas,2
"tiket disneyland melonjak $4, mendekati tiga digit dalam sehari",1
"pernyataan cinta robin thicke di depan umum kepada istrinya yang terasing, paula patton",1
harga gas di south central ohio turun,2
chelsea handler mengenang 7 tahun memaksa pria lurus berciuman: perhatikan,1
harga gas naik karena kerusuhan di ukraina (+video),2
kebanggaan mengambil alih seattle saat bendera pelangi dan orang-orang yang bersuka ria melewati ...,1
"forex - yen melemah setelah boj, aussie melemah dalam beberapa menit",0
apple berupaya memblokir penjualan produk samsung tertentu,2
fbi menutup penyelidikan atas kebakaran baterai tesla,2
di film 6.26.14,1
foto: valve masih mengerjakan headset realitas virtual,2
aktris broadway serbaguna elaine stritch meninggal pada usia 89 tahun,1
"pembaruan 5-perusahaan listrik texas, energy future, mengajukan kebangkrutan",0
amazon dash: tongkat ajaib bagi mereka yang suka berbelanja,2
barclays melaporkan penurunan laba sebesar 7%.,0
pedoman fcc yang baru dapat melemahkan netralitas bersih,2
skandal terakhir: ayahku sang pembunuh,1
kris jenner 'marah' atas penolakan kim dan kanye untuk menjual foto pernikahan yang ...,1
penghormatan diberikan kepada gabriel garcia marquez di meksiko,1
bintang 'true blood' mengatakan dia tidak terkejut dengan kematian karakternya,1
'pria gila' semuanya tentang wanita pintar,1
pekerja tiongkok melakukan pemogokan besar-besaran di sebuah pabrik yang memproduksi nike dan ...,0
samsung kehilangan kilaunya saat apple menyiapkan iphone 6,2
baca tweet pertama 25 rapper karena itulah yang dilakukan orang-orang ...,2
samsung galaxy f sekali lagi memamerkan pakaian 'glowing gold'-nya,2
jennifer lopez mengubah suasana menjadi biru di american idol,1
hampir 400 juta orang dapat menggunakan fitur i m a voter facebook,2
bocoran htc one mini 2 menunjukkan bodi dan spesifikasi yang lebih segar,2
google bertindak untuk menghentikan nsa memata-matai data gmail,2
pertarungan semakin intensif setelah pemilu,0
chris martin dan gwyneth paltrow berpisah: fans bingung karena 'sadar ...,1
pertumbuhan tiongkok melambat namun melampaui ekspektasi,0
lg g watch dan moto 360: temui dua jam tangan pintar pertama yang ditenagai oleh google,2
treasury jatuh untuk pertama kalinya dalam lima hari seiring meningkatnya indeks jasa,0
kim dan kanye konfirmasi tur pribadi ke istana versailles untuk pernikahan mereka ...,1
facebook dilaporkan membangun aplikasi perpesanan baru 'slingshot',2
s&p 500 berada di jalur penurunan tiga hari terburuk sejak akhir januari,0
"australia: philip morris menutup pabrik, menyalahkan regulasi",0
robert pattinson buka-bukaan tentang kristen stewart di 'esquire uk',1
tim penawaran murdoch time warner termasuk penasihat dow jones,0
jay leno bergabung dengan selebriti yang menghindari hotel milik brunei,1
fabien cousteau memecahkan rekor dunia untuk masa tinggal terlama di bawah air,2
apakah anda siap untuk saluran netflix?,1
chris brown dikunci?,1
coachella 2014,1
yellen membela jalan dan mengincar reformasi kecil,0
peraturan pbb menentang penangkapan ikan paus jepang,2
penuduh bryan singer sedang mengerjakan dokumen tentang penganiaya hollywood,1
'true detective season 2′: apakah jessica chastain adalah rust cohle yang baru?,1
paket samsung galaxy s5 bersiaplah $60+,2
"imf mengatakan perekonomian kanada akan meningkat, namun masih banyak risiko yang tersisa",0
ceo softbank ingin memberikan skala kepada sprint untuk bersaing,2
