No,News Title,Category,News Title Indonesia
56016,First Lady Fashion: Michelle Obama Opens Anna Wintour Costume Center In  ...,Entertainment,Fashion Ibu Negara: Michelle Obama Membuka Pusat Kostum Anna Wintour di ...
45667,Possible iPhone 6 front panel flexes its rumored sapphire muscle,Technology,Kemungkinan panel depan iPhone 6 melenturkan otot safir yang dikabarkan
15672,Coast Guard: BP let 9 to 18 barrels of oil in lake,Economy,Penjaga Pantai: BP membiarkan 9 hingga 18 barel minyak masuk ke danau
64804,"'Dancing with the Stars' recap: Meryl Davis dethroned, Cody Simpson sent home",Entertainment,"Rekap 'Dancing with the Stars': Meryl Davis dicopot, Cody Simpson dipulangkan"
43981,"HTC One mini 2 leaked, minus Duo Camera",Technology,"Bocoran HTC One mini 2, minus Duo Kamera"
41632,"US drugs giant Pfizer, that plans to take over AstraZeneca, builds up £43bn in  ...",Economy,"Raksasa obat-obatan AS Pfizer, yang berencana mengambil alih AstraZeneca, mengumpulkan £43 miliar di ..."
22992,Jeep Cherokee review (2014 onwards),Technology,Ulasan Jeep Cherokee (2014 dan seterusnya)
16960,"Apple extinguishes smoking-hot pot-dealing app, 'Weed Firm'",Technology,"Apple mematikan aplikasi penjual ganja panas, 'Weed Firm'"
34048,Eminem apologises to mother in his new video 'Headlights',Entertainment,Eminem meminta maaf kepada ibu dalam video barunya 'Headlights'
13398,"CBO Offers Mixed Forecast of US Budget, Economy for Next Decade--Update",Economy,CBO Menawarkan Perkiraan Campuran Anggaran dan Perekonomian AS untuk Dekade Berikutnya--Pembaruan
23251,Opening Bell 16 June | Global equities fall on Iraq conflict,Economy,Lonceng Pembukaan 16 Juni | Ekuitas global jatuh karena konflik Irak
12328,Exercising Your Right to Choose a Doctor You'd Never Choose,Economy,Menggunakan Hak Anda untuk Memilih Dokter yang Tidak Pernah Anda Pilih
32528,The winners and wonders at Cannes International Film Festival 2014,Entertainment,Para pemenang dan keajaiban di Festival Film Internasional Cannes 2014
1696,US trade deficit shrinks 5.6% in May to $44.4 billion,Economy,"Defisit perdagangan AS menyusut 5,6% di bulan Mei menjadi $44,4 miliar"
25223,Happy 28th Birthday Lady Gaga! 28 Times Mother Monster Looked Normal!,Entertainment,Selamat Ulang Tahun ke 28 Lady Gaga! 28 Kali Induk Monster Terlihat Normal!
13520,"In U-turn, Vietnam premier orders end to anti-China protests",Economy,"Sebaliknya, perintah Perdana Menteri Vietnam mengakhiri protes anti-Tiongkok"
15209,Andrew Garfield's Justin Timberlake impression on SNL was dead-on,Entertainment,Kesan Justin Timberlake dari Andrew Garfield pada SNL sangat kuat
14884,Christian Bale as Harry Potter? Fantasy casting the all-grown-up movie,Entertainment,Christian Bale sebagai Harry Potter? Fantasi casting film dewasa
55502,"Microsoft union rep: Job cut rumours ""all speculation so far""",Technology,"Perwakilan serikat pekerja Microsoft: Rumor pemutusan hubungan kerja ""sejauh ini semua spekulasi"""
38190,Bond prices continue latest surge as stocks end five-day positive run,Economy,Harga obligasi melanjutkan lonjakan terbaru karena saham-saham mengakhiri pergerakan positif selama lima hari
27693,Andi Dorfman's Bachelorette 2014 Stunning Finale Look — All the Details!,Entertainment,Tampilan Akhir Menakjubkan Andi Dorfman 2014 — Semua Detailnya!
9181,Will your Social Security check be in the mail come 2015?,Economy,Apakah cek Jaminan Sosial Anda akan dikirim melalui pos pada tahun 2015?
38607,Windows XP support cut-off to cost banks millions in ATM upgrades,Technology,Pemutusan dukungan Windows XP menyebabkan bank mengeluarkan biaya jutaan dalam peningkatan ATM
35707,Microsoft (MSFT) to Live Stream May 20th Surface Event,Technology,Microsoft (MSFT) akan Siaran Langsung Acara Permukaan 20 Mei
48450,LinkedIn crosses 300 million registered users,Economy,LinkedIn menjangkau 300 juta pengguna terdaftar
28982,"Twitter Posts $277 Million In Ad Sales, 81 Percent From Mobile",Economy,"Twitter Memposting Penjualan Iklan $277 Juta, 81 Persen Dari Seluler"
12118,Suit: Companies Duped Victims Struggling With Student Loan Debt,Economy,Gugatan: Perusahaan Menipu Korban yang Berjuang Dengan Utang Pinjaman Mahasiswa
11498,New features unveiled as Twitter launches photo sharing expansion,Technology,Fitur-fitur baru diluncurkan saat Twitter meluncurkan perluasan berbagi foto
56292,"US job gains in June beat forecast, unemployment rate near 6-year low",Economy,"Peningkatan lapangan kerja AS pada bulan Juni mengalahkan perkiraan, tingkat pengangguran mendekati level terendah dalam 6 tahun"
21332,Justin Bieber Is So Sorry About Horrible Racist Joke: 'I Was a Kid',Entertainment,Justin Bieber Sangat Menyesal Atas Lelucon Rasis yang Mengerikan: 'Saya Dulu Masih Kecil'
33899,Cities need more support from feds to adapt to climate change: Vancouver mayor,Technology,Kota-kota memerlukan lebih banyak dukungan dari FBI untuk beradaptasi terhadap perubahan iklim: Walikota Vancouver
39237,Karrueche Tran takes mystery man to Annex magazine party,Entertainment,Karrueche Tran mengajak pria misterius ke pesta majalah Annex
49480,"With 'self-fumigation,' Darwin's finches combat deadly parasitic flies",Technology,"Dengan 'fumigasi mandiri', burung kutilang Darwin memerangi lalat parasit yang mematikan"
46256,Target replaces Canadian president after troubled expansion,Economy,Target menggantikan presiden Kanada setelah ekspansi bermasalah
33994,Family Dollar and Trulia are big market movers,Economy,Family Dollar dan Trulia adalah penggerak pasar yang besar
26226,Fed meeting: US economy strong enough to keep taper on track,Economy,Pertemuan The Fed: Perekonomian AS cukup kuat untuk mempertahankan tapering pada jalurnya
45922,Google Expands Same-Day Delivery Shopping Express Service,Technology,Google Memperluas Layanan Pengiriman Belanja Ekspres di Hari yang Sama
24977,Airbnb to raise US$500m in funding round that could value it at US$10bn,Economy,Airbnb akan mengumpulkan dana sebesar US$500 juta yang bernilai US$10 miliar
16158,Quick Quotes: 50 Cent Reflects On The Time Beyonce Ran Up On Him,Entertainment,Kutipan Singkat: 50 Cent Merenungkan Waktu yang Dialami Beyonce
55554,Oregon's jobless rate falls to 6.9 percent,Economy,"Tingkat pengangguran di Oregon turun menjadi 6,9 persen"
26877,IMF cuts US growth forecast for 2014 - another year of disappointment,Economy,IMF memangkas perkiraan pertumbuhan AS untuk tahun 2014 - tahun yang mengecewakan
18788,New Earth-like planet could harbour life,Technology,Planet baru mirip Bumi bisa menampung kehidupan
52733,Q&A: Robert Pattinson on Escaping Twi-Hard Expectations and Dodging the  ...,Entertainment,T&J: Robert Pattinson tentang Melarikan Diri dari Ekspektasi yang Sulit dan Menghindari ...
60244,FCC Crashes Its Live-Stream Video During A Meeting Touting Its New Internet  ...,Technology,FCC Menghancurkan Video Streaming Langsungnya Saat Rapat Menggembar-gemborkan Internet Barunya ...
65107,Watch Saturday Night Live Perfectly Tear Into GM CEO's Testimony,Technology,Tonton Saturday Night Live dengan Sempurna Merobek Kesaksian CEO GM
45051,Toyota to pay $1.2 billion to settle criminal probe,Technology,"Toyota akan membayar $1,2 miliar untuk menyelesaikan penyelidikan kriminal"
48477,Feature: Venice film festival seeks fresh angle in int'l cinema,Entertainment,Fitur: Festival Film Venesia mencari sudut pandang baru dalam sinema internasional
45699,"George Clooney's Beirut-born bride-to-be Amal Alamuddin brings ""bright light"" to  ...",Entertainment,"Calon pengantin George Clooney kelahiran Beirut, Amal Alamuddin membawa ""cahaya terang"" ke ..."
27048,Re-meet The Beatles,Entertainment,Temui kembali The Beatles
48625,"iOS 7.1 now available for download; brings CarPlay support, Touch ID  ...",Technology,"iOS 7.1 sekarang tersedia untuk diunduh; menghadirkan dukungan CarPlay, Touch ID ..."
35206,"Kraft Recalls Some Cottage Cheese, Poor Storage Cited",Economy,"Kraft Mengingat Beberapa Keju Cottage, Penyimpanan yang Buruk Dikutip"
29428,Barnes & Noble Teams With Google on Same-Day Delivery Offer,Economy,Barnes & Noble Bekerja Sama Dengan Google pada Penawaran Pengiriman di Hari yang Sama
60489,"Congress to seeks answers about why GM, gov't didn't act sooner to recall cars  ...",Economy,Kongres akan mencari jawaban mengapa GM dan pemerintah tidak bertindak lebih cepat untuk menarik kembali mobil...
21013,How to check your Android device's vulnerability to Heartbleed bug,Technology,Cara memeriksa kerentanan perangkat Android Anda terhadap bug Heartbleed
44627,Nobel laureate and staunch foe of injustice dies at 90,Entertainment,Peraih Nobel dan penentang ketidakadilan meninggal pada usia 90 tahun
20946,Procurement software affected by Heartbleed Bug?,Technology,Perangkat lunak pengadaan terkena Bug Heartbleed?
15313,Electric car maker Tesla Motors opens its patents to other automakers,Technology,Produsen mobil listrik Tesla Motors membuka hak patennya kepada produsen mobil lain
53528,'Game of Thrones' ratings: Shocker snags 6.3 million viewers,Entertainment,"Rating 'Game of Thrones': Shocker meraih 6,3 juta penonton"
5448,The 8 GB iPhone 5C Is Still Not The Budget iPhone You Are Looking For,Technology,IPhone 5C 8 GB Masih Bukan iPhone Anggaran yang Anda Cari
29027,Super-Sized MakerBot Replicator Z18 3D Printer Now Shipping,Technology,Printer 3D Replikator MakerBot Z18 Berukuran Super Kini Telah Dikirim
3696,Japan May core machinery orders unexpectedly fall 19.5 pct mth/mth,Economy,"Pesanan mesin inti Jepang bulan Mei secara tak terduga turun 19,5 persen bulan/bulan"
49303,"eBay Hit by Hackers, All User Account Passwords Need to be Changed",Technology,"eBay Diserang Peretas, Semua Kata Sandi Akun Pengguna Perlu Diubah"
2600,"Rested and refreshed, Louis CK ready to do it his way again",Entertainment,"Beristirahat dan segar, Louis CK siap melakukannya lagi"
35471,Healthcare.gov Down for Six Hours on Final Enrollment Day,Economy,Healthcare.gov Down selama Enam Jam pada Hari Pendaftaran Terakhir
10246,Alien Creator HR Giger Dies Aged 74,Entertainment,Pencipta Alien HR Giger Meninggal di Usia 74 Tahun
48476,"GM recalls thousands of new pickups, SUVs",Technology,GM menarik kembali ribuan pikap dan SUV baru
51051,MotoGP Austin: Lorenzo confirms Yamaha contract talks,Technology,MotoGP Austin: Lorenzo mengonfirmasi pembicaraan kontrak Yamaha
7805,Kate Middleton Copies Kim Sears Wimbledon Dress,Entertainment,Kate Middleton Meniru Gaun Kim Sears Wimbledon
30289,"Lucy evokes Kubrick, visually visionary",Entertainment,"Lucy membangkitkan Kubrick, visioner secara visual"
20719,"Eli Wallach dead: Star of The Good, the Bad and the Ugly dies aged 98",Entertainment,"Eli Wallach meninggal: Bintang Yang Baik, Yang Buruk dan Yang Jelek meninggal pada usia 98 tahun"
4309,ECB to hold interest rate meetings every six weeks,Economy,ECB akan mengadakan pertemuan suku bunga setiap enam minggu
29113,Supreme Court rules for broadcasters in fight with startup Aereo,Technology,Mahkamah Agung memutuskan lembaga penyiaran berselisih dengan startup Aereo
42591,US gov't workers owed $3.3 billion in delinquent taxes in 2013: IRS,Economy,"Pekerja pemerintah AS berhutang $3,3 miliar dalam tunggakan pajak pada tahun 2013: IRS"
34404,Seth Rogen responds to North Korea calling his movie an 'act of war' with  ...,Entertainment,Seth Rogen menanggapi Korea Utara yang menyebut filmnya sebagai 'aksi perang' dengan ...
64183,Making a killing to cost Facebook chief,Economy,Melakukan pembunuhan yang merugikan pimpinan Facebook
56121,Traffic nightmare,Economy,Mimpi buruk lalu lintas
1938,Rosie O'Donnell reportedly headed back to The View,Entertainment,Rosie O'Donnell dilaporkan kembali ke The View
64540,The Game & TI Get In Standoff With LAPD After Entourage Catches The Fade,Entertainment,Game & TI Terjadi Kebuntuan Dengan LAPD Setelah Rombongan Menangkap Fade
1226,COLBERT REPORT Sparks Anger Amongst Twitter Community,Entertainment,LAPORAN COLBERT Memicu Kemarahan Komunitas Twitter
54074,CELEB GOSS: Lupita Nyong'o takes out 'Most Beautiful person',Entertainment,CELEB GOSS: Lupita Nyong'o keluarkan 'Orang Tercantik'
8887,"'The Fault In Our Stars' - packs heartfelt story on life, relationships",Entertainment,"'The Fault In Our Stars' - mengemas kisah menyentuh hati tentang kehidupan, hubungan"
37490,Medtronic latest to escape US tax system,Economy,Medtronic terbaru yang keluar dari sistem pajak AS
41604,Yellen: Investors Not Fully Appreciating Risk,Economy,Yellen: Investor Tidak Sepenuhnya Menghargai Risiko
53711,Google Now Covered by FBR Capital Markets (GOOG),Economy,Google Now Dicakup oleh FBR Capital Markets (GOOG)
40711,Frankfort Holy Week Calendar,Entertainment,Kalender Pekan Suci Frankfort
26177,Dow Jones Breaks 17000 After Jobs Report Beats Expectations,Economy,Dow Jones Tembus 17000 Setelah Laporan Pekerjaan Mengalahkan Ekspektasi
57002,Ford board sweetens pay package for CEO Mark Fields,Economy,Dewan Ford mempermanis paket gaji untuk CEO Mark Fields
62226,Consumer confidence slides in April on hiring concerns,Economy,Kepercayaan konsumen merosot pada bulan April karena kekhawatiran perekrutan
45990,First Earth-like planet found in habitable zone: NASA,Technology,Planet mirip Bumi pertama yang ditemukan di zona layak huni: NASA
18448,AC/DC guitarist Malcolm Young taking a break 'due to ill health' as band denies  ...,Entertainment,Gitaris AC/DC Malcolm Young mengambil istirahat 'karena kesehatan yang buruk' karena band menyangkal ...
10057,Ford and Chrysler recall over 1.5 million vehicles,Technology,"Ford dan Chrysler menarik kembali lebih dari 1,5 juta kendaraan"
41104,"Albany, New York hedge fund reached a $2.2 million settlement with federal  ...",Economy,"Albany, dana lindung nilai New York mencapai penyelesaian $2.2 juta dengan federal ..."
25603,Rising temperatures a threat to economy,Technology,Meningkatnya suhu merupakan ancaman terhadap perekonomian
42662,Lenovo to Recall 150000 Plus 'ThinkPad Batteries' Worldwide Due to Fire  ...,Technology,Lenovo Akan Menarik Kembali 150000 Baterai 'ThinkPad' Plus di Seluruh Dunia Karena Kebakaran ...
9627,Lions Gate taking another shot at Power Rangers movie after big box-office flop  ...,Entertainment,Lions Gate kembali mengambil gambar di film Power Rangers setelah kegagalan besar di box-office ...
3173,Phones armed with anti-theft features,Technology,Ponsel yang dipersenjatai fitur anti maling
22063,World Cup 2014 Observed Even From Space: ISS Astronauts Release Video  ...,Technology,Piala Dunia 2014 Disaksikan Bahkan dari Luar Angkasa: Astronot ISS Merilis Video ...
44213,Fed's Fisher lauds study as call for action on too-big banks,Economy,Fisher dari Fed memuji penelitian ini sebagai seruan untuk mengambil tindakan terhadap bank-bank yang terlalu besar
9976,Lana Del Rey's West Coast music video shows her as a sultry siren in flames,Entertainment,Video musik Pantai Barat Lana Del Rey menunjukkan dia sebagai sirene gerah yang terbakar
56396,Kanye West - Kim Kardashian and Kanye West set for secret wedding,Entertainment,Kanye West - Kim Kardashian dan Kanye West bersiap untuk pernikahan rahasia
333,Michel Hazanavicius' follow-up to The Artist falls flat at Cannes,Entertainment,Tindak lanjut Michel Hazanavicius ke The Artist gagal di Cannes
12638,Twitter and Billboard Team Up to Make Real-Time Music Charts,Entertainment,Twitter dan Billboard Bekerja Sama Membuat Tangga Lagu Real-Time
31516,"Apple plots home break-in, home automation break-through",Technology,"Apple merencanakan pembobolan rumah, terobosan otomatisasi rumah"
25227,"Daniel Day-Lewis, Damian Lewis and John Barrowman in birthday honours",Entertainment,"Daniel Day-Lewis, Damian Lewis dan John Barrowman dalam penghormatan ulang tahun"
56701,Bey's sister attacks Jay Z,Entertainment,Adik Bey menyerang Jay Z
19576,Watch 'Weird Al' Yankovic's Hilarious 'Word Crimes' Video,Entertainment,Tonton Video 'Kejahatan Kata' 'Weird Al' Yankovic yang Lucu
16934,Fed 'stress test' results: 29 of 30 big banks could weather economic shock,Economy,Hasil 'stress test' The Fed: 29 dari 30 bank besar dapat mengatasi guncangan ekonomi
51082,Consumer spending up 0.2% in May,Economy,"Belanja konsumen naik 0,2% di bulan Mei"
12929,Robin Thicke Talks Public Apologies To Estranged Wife Paula Patton,Entertainment,Robin Thicke Berbicara Permintaan Maaf Publik Kepada Istrinya yang Diasingkan Paula Patton
8256,Lindsay Lohan's 'List of Lovers' Is Illustrative,Entertainment,"""Daftar Kekasih"" Lindsay Lohan Adalah Ilustratif"
40869,'Bachelorette' gives Milwaukee its close-up,Entertainment,'Bachelorette' menampilkan Milwaukee dari dekat
59664,TweetDeck got hacked or not? Austrian teen just wanted to send out pink hearts,Technology,TweetDeck diretas atau tidak? Remaja Austria hanya ingin mengirimkan hati berwarna merah muda
4867,Musk opening up all Tesla patents to expand electric car market,Technology,Musk membuka seluruh paten Tesla untuk memperluas pasar mobil listrik
19175,Darker Captain,Entertainment,Kapten yang Lebih Gelap
15179,Miley Cyrus is 'much better' after reaction,Entertainment,Miley Cyrus 'jauh lebih baik' setelah bereaksi
58305,Symantec ousts CEO Steve Bennett,Economy,Symantec memecat CEO Steve Bennett
6598,Google and Apple appeals are dismissed,Technology,Banding Google dan Apple ditolak
45831,The lunar eclipse viewed from the Moon reveals why it'll turn red,Technology,Gerhana bulan yang dilihat dari Bulan mengungkap mengapa bulan akan berubah menjadi merah
34745,Satellite spots 300 objects in search for missing Malaysia Airlines plane,Economy,Satelit melihat 300 objek untuk mencari pesawat Malaysia Airlines yang hilang
15658,Apple offers some iPhone 5 users battery replacements,Technology,Apple menawarkan penggantian baterai kepada beberapa pengguna iPhone 5
63557,US Airways Tweets Graphic Photo of Nude Woman,Entertainment,US Airways Tweet Foto Grafis Wanita Telanjang
13639,12.9-Inch iPad Pro Release Date is Q1 2015: 4 Ways Giant Apple Tablet Will Hit  ...,Technology,"Tanggal Rilis iPad Pro 12,9 Inci adalah Q1 2015: 4 Cara Tablet Apple Raksasa Akan Mencapai ..."
3826,Jimmy Fallon Plays Hilarious 'Fifty Shades of Grey' Prank on The Roots - Watch  ...,Entertainment,Jimmy Fallon Memainkan Lelucon Lucu 'Fifty Shades of Grey' di The Roots - Tonton ...
18976,Self-made Alibaba founder's unlikely Chinese success story leads to IPO,Economy,Kisah sukses pendiri Alibaba yang tidak terduga di Tiongkok berujung pada IPO
24830,Noah review: Not your father's biblical epic,Entertainment,Ulasan Nuh: Bukan epik alkitabiah ayahmu
62405,Petition Calls for 'National Orlando Bloom Day' After Justin Bieber Fight,Entertainment,"""Petisi Menyerukan 'Hari Mekar Orlando Nasional' Setelah Pertarungan Justin Bieber""."
33574,Facebook's new 'Nearby Friends' feature aims to help users connect in real life,Technology,Fitur 'Teman Terdekat' baru di Facebook bertujuan untuk membantu pengguna terhubung dalam kehidupan nyata
49398,GoPro IPO and Google's Nest & Dropcam Deal Leave Ambarella Sitting Pretty,Technology,IPO GoPro dan Kesepakatan Nest & Dropcam Google Membuat Ambarella Duduk Cantik
8787,The Dove: Keep interest rates low,Economy,The Dove: Pertahankan suku bunga tetap rendah
52552,Home sales dip for fifth straight month,Economy,Penjualan rumah turun selama lima bulan berturut-turut
7582,MRV Joins Russell Microcap Index,Economy,MRV Bergabung dengan Indeks Russell Microcap
54424,HBO content: Does it make Amazon Prime price hike worth it?,Economy,Konten HBO: Apakah kenaikan harga Amazon Prime sepadan?
7217,BlackBerry granted sales ban on Typo keyboard case for iPhone,Technology,BlackBerry mengabulkan larangan penjualan casing keyboard Typo untuk iPhone
10910,Loonie falls on disappointing GDP data,Economy,Loonie jatuh karena data PDB yang mengecewakan
18302,High-speed traders under scrutiny,Economy,Pedagang berkecepatan tinggi sedang diawasi
48069,Stocks flat at open,Economy,Saham datar saat dibuka
33987,"Antarctic winds likely to accelerate sea level rise, researchers say",Technology,"Angin Antartika kemungkinan besar akan mempercepat kenaikan permukaan laut, kata para peneliti"
42936,Review: 'Guardians of the Galaxy' is a blast,Entertainment,Ulasan: 'Guardians of the Galaxy' sungguh luar biasa
44217,Samsung Galaxy K Zoom To Cost 519 Euros,Technology,Samsung Galaxy K Zoom Dibanderol 519 Euro
41355,Tom Cruise May Have Found His Next Wife,Entertainment,Tom Cruise Mungkin Telah Menemukan Istri Berikutnya
6810,Facebook buys video-ad firm,Technology,Facebook membeli perusahaan iklan video
61310,"Dow ends at lowest level in 3 weeks as Plosser, retailers weigh: stock market  ...",Economy,"Dow berakhir di level terendah dalam 3 minggu karena Plosser, pengecer mempertimbangkan: pasar saham ..."
25348,Google partners with Ray Ban maker for smart eyewear,Technology,Google bermitra dengan pembuat Ray Ban untuk kacamata pintar
3632,Rihanna honoured as fashion icon of the year,Entertainment,Rihanna dihormati sebagai ikon fesyen tahun ini
62215,Ciara gives birth to a baby boy!,Entertainment,Ciara melahirkan bayi laki-laki!
22481,"'Sherlock' to Film New Episodes, Special in 2015",Entertainment,"'Sherlock' Akan Memfilmkan Episode Baru, Spesial pada tahun 2015"
31970,"Gainers in Major news: Allergan (NYSE:AGN), Broadcom Corporation (NASDAQ  ...",Economy,"Peraih keuntungan dalam berita utama: Allergan (NYSE:AGN), Broadcom Corporation (NASDAQ ..."
50039,How Barbara Walters Got a Reputation for Making People Cry,Entertainment,Bagaimana Barbara Walters Mendapat Reputasi karena Membuat Orang Menangis
22849,Verizon Inks Deal With SunPower For New Solar Sites,Economy,Tinta Verizon Berurusan Dengan SunPower Untuk Situs Tenaga Surya Baru
37457,Kentucky Wins Hemp Seed Release from Federal Government,Economy,Kentucky Memenangkan Pelepasan Benih Rami dari Pemerintah Federal
4463,Dollar upbeat on rate hike expectations,Economy,Dolar optimis terhadap ekspektasi kenaikan suku bunga
24419,"Microsoft Office for iPad a big hit: Word, Excel and Powerpoint featured on App  ...",Technology,"Microsoft Office untuk iPad sukses besar: Word, Excel, dan Powerpoint ditampilkan di Aplikasi ..."
25383,Facebook ad revenue leaps $1bn as it invests in targeting,Economy,Pendapatan iklan Facebook melonjak $1 miliar karena investasi dalam penargetan
6146,July's Xbox One Update Features Snap Achievements and More,Technology,Pembaruan Xbox One bulan Juli Menampilkan Pencapaian Snap dan Lainnya
63531,INFINITE IMPROBABILITY: Disney orders the destruction of a universe… sort of,Entertainment,KESEMPATAN YANG TAK TERBATAS: Disney memerintahkan penghancuran alam semesta... semacam itu
32930,Star Wars lottery: How much would you pay for a chance to be in the new movie?,Entertainment,Lotere Star Wars: Berapa yang akan Anda bayarkan untuk mendapat kesempatan tampil di film baru?
65515,Probe launched into Harrison Ford injury on 'Star Wars' set 0,Entertainment,Penyelidikan diluncurkan terhadap cedera Harrison Ford di set 'Star Wars' 0
22983,Heartbleed vulnerability threatens OpenSSL Library,Technology,Kerentanan Heartbleed mengancam Perpustakaan OpenSSL
5435,AT&T aims for TV's future with $48.5B DirecTV deal - KTUL.com - Tulsa  ...,Economy,"AT&T menargetkan masa depan TV dengan kesepakatan DirecTV senilai $48,5 miliar - KTUL.com - Tulsa ..."
9362,"Rosie O'Donnell Reportedly Joining 'The View,' But What About Sarah Palin?",Entertainment,"Rosie O'Donnell Dikabarkan Bergabung dengan 'The View', Tapi Bagaimana dengan Sarah Palin?"
21121,"Google Finally Shuts Down Orkut, Its First Social Network",Technology,"Google Akhirnya Menutup Orkut, Jejaring Sosial Pertamanya"
38478,'Fargo's' Billy Bob Thornton on What TV Can Teach the Film Industry,Entertainment,Billy Bob Thornton dari 'Fargo' tentang Apa yang Dapat Diajarkan oleh TV kepada Industri Film
1211,Ocean acidification could mean trouble for Alaska,Technology,Pengasaman laut bisa menimbulkan masalah bagi Alaska
62971,Next Captain America will be black,Entertainment,Selanjutnya Captain America akan berkulit hitam
15750,"Sprint Chairman confirms desire to buy T-Mobile, take on AT&T and Verizon",Technology,"Ketua Sprint menegaskan keinginan untuk membeli T-Mobile, menghadapi AT&T dan Verizon"
57441,Apple device hackers locking US devices after Australia,Technology,Peretas perangkat Apple mengunci perangkat AS setelah Australia
54857,Watch AMC 'The Walking Dead' Season 4 Streaming Online & Spoilers: Robert  ...,Entertainment,Tonton Streaming Online AMC 'The Walking Dead' Musim 4 & Spoiler: Robert ...
19924,Gwyneth Paltrow is taking time off,Entertainment,Gwyneth Paltrow sedang mengambil cuti
8265,"Michigan gas prices rise 2 cents in past week, AAA reports",Economy,"Harga gas Michigan naik 2 sen dalam seminggu terakhir, AAA melaporkan"
30357,Wu-Tang Clan: Rapper Who Cut Off Penis Not Affiliated with Group,Entertainment,Klan Wu-Tang: Rapper yang Memotong Penis Tidak Berafiliasi dengan Grup
21010,BOJ Minutes: Japan Firms Shifting Away From Strategy to Sell More Through  ...,Economy,Risalah Rapat BOJ: Perusahaan-Perusahaan Jepang Beralih Dari Strategi untuk Menjual Lebih Banyak Melalui ...
22158,Honda Makes Acura a Stand-Alone Division to Spur Sales,Technology,Honda Menjadikan Acura Divisi Mandiri untuk Memacu Penjualan
3367,AT&T now exploring bringing gigabit Internet service to 8 Triangle communities,Technology,AT&T kini menjajaki menghadirkan layanan Internet gigabit ke komunitas 8 Triangle
9830,'Girl Meets World' official trailer released,Entertainment,Trailer resmi 'Girl Meets World' dirilis
64054,"HBO Launches New Teaser For ""True Blood"" Season 7: WATCH",Entertainment,"HBO Luncurkan Teaser Baru Untuk ""True Blood"" Musim 7: WATCH"
24767,Demi Moore Kutcher: Demi Moore crushed because Ashton Kutcher is having a  ...,Entertainment,Demi Moore Kutcher: Demi Moore hancur karena Ashton Kutcher mengalami ...
45382,Stocks Reach New Milestone,Economy,Saham Mencapai Tonggak Baru
13619,Google is tech industry and world's most valuable brand as Apple rots,Economy,Google adalah industri teknologi dan merek paling berharga di dunia seiring dengan membusuknya Apple
18482,Do not expect quick resolution to Hachette dispute: Amazon,Economy,Jangan mengharapkan penyelesaian cepat atas perselisihan Hachette: Amazon
42306,Scientists Use Nature To Inspire Next Generation Of Drones,Technology,Ilmuwan Memanfaatkan Alam Untuk Menginspirasi Drone Generasi Berikutnya
63322,Ag markets posted divergent moves Tuesday,Economy,Pasar Ag mencatat pergerakan yang berbeda pada hari Selasa
55459,This investor thinks Apple is dying,Technology,Investor ini mengira Apple sedang sekarat
58400,"Will ""How to Train Your Dragon 2"" Be the Summer's Biggest Movie?",Entertainment,"Akankah ""How to Train Your Dragon 2"" Menjadi Film Terbesar Musim Panas?"
49378,Who Is Going Home On American Idol Tonight? 3/27/2014,Entertainment,Siapa yang Akan Pulang di American Idol Malam Ini? 27/3/2014
58110,Environmental Protection Agency tells Congress it lost emails too,Economy,Badan Perlindungan Lingkungan mengatakan kepada Kongres bahwa mereka juga kehilangan email
12566,General Motors Recalls 1.5 Million More Vehicles Following Problems With  ...,Economy,"General Motors Recall 1,5 Juta Kendaraan Lagi Akibat Masalah ..."
38033,Fukushima decontamination system down,Economy,Sistem dekontaminasi Fukushima mati
38842,4 questions with Ben & Jerry's co-founder,Entertainment,4 pertanyaan dengan salah satu pendiri Ben & Jerry's
37539,"Just Photos Of Michelle Rodriguez And Zac Efron Kissing, Because Nothing  ...",Entertainment,"Hanya Foto Michelle Rodriguez dan Zac Efron Berciuman, Karena Tak Ada ..."
50070,Review: 'X-Men: Days of Future Past' is the perfect mutation Special,Entertainment,Ulasan: 'X-Men: Days of Future Past' adalah mutasi Spesial yang sempurna
32252,David Letterman Finally Gets to the Bottom of James Franco's Instagram Nonsense,Entertainment,David Letterman Akhirnya Mengungkap Omong kosong Instagram James Franco
50827,"Jerk.com misused Facebook profiles, FTC says",Economy,"Jerk.com menyalahgunakan profil Facebook, kata FTC"
54237,Dow Futures Continues at New Historic Highs,Economy,Dow Futures Berlanjut di Level Tertinggi Baru dalam Sejarah
27088,Stocks Close Mixed As Nasdaq Ends 3-Week Slide,Economy,Saham Ditutup Bervariasi Saat Nasdaq Mengakhiri Penurunan 3 Minggu
45640,Rupert Murdoch tells politicians business knows best at B20 conference,Economy,Rupert Murdoch memberi tahu politisi bahwa bisnislah yang paling tahu di konferensi B20
41216,Moment singer Erykah Badu interrupts live report about Shia LaBoeuf and tries  ...,Entertainment,Penyanyi momen Erykah Badu menyela laporan langsung tentang Shia LaBoeuf dan mencoba ...
41354,"Android Wear Watches: Yes, You Can Change The Belt",Technology,"Jam Tangan Android Wear: Ya, Anda Dapat Mengganti Sabuknya"
54728,Jonah Hill Apologizes For Homophobic Slur On 'Tonight Show',Entertainment,Jonah Hill Minta Maaf Atas Penghinaan Homofobik di 'Tonight Show'
