No,News Title,Category,News Title Indonesia
31716,Review: Is Robin Thicke out for reconciliation or revenge on 'Paula?',Entertainment,Ulasan: Apakah Robin Thicke ingin melakukan rekonsiliasi atau membalas dendam pada 'Paula?'
12868,"Wild Jeeps go to conquer Moab, Utah",Technology,"Jeep Liar berangkat untuk menaklukkan Moab, Utah"
48005,Feds Say Powdered Liquor Not Actually Legal,Entertainment,FBI Mengatakan Minuman Keras Bubuk Sebenarnya Tidak Legal
31360,Kanye first proposed to Kim seven years ago,Entertainment,Kanye pertama kali melamar Kim tujuh tahun lalu
50675,Has Zac Efron got a new girlfriend? Hollywood hunk 'dating Halston Sage',Entertainment,Apakah Zac Efron punya pacar baru? Cowok Hollywood 'berkencan dengan Halston Sage'
22202,Microsoft Will Continue To Sell The Surface Pro 2 -- At Least For Now,Technology,Microsoft Akan Terus Menjual Surface Pro 2 -- Setidaknya Untuk Saat Ini
57972,Film Review: Costner and Reitman keep 'Draft Day' from fumbling,Entertainment,Ulasan Film: Costner dan Reitman menjaga 'Draft Day' agar tidak gagal
42035,Chris Brown jailed for a year for violating his probation,Entertainment,Chris Brown dipenjara selama satu tahun karena melanggar masa percobaannya
17285,GLOBAL MARKETS-World shares hover near record high,Economy,PASAR GLOBAL-Saham dunia mendekati rekor tertingginya
5019,"Minnesota wedding party takes photos on dock, and you know exactly what  ...",Entertainment,"Pesta pernikahan Minnesota mengambil foto di dermaga, dan Anda tahu persis apa ..."
31593,More 'Frozen' Characters Heading To 'Once Upon A Time',Entertainment,Lebih Banyak Karakter 'Beku' Menuju 'Once Upon A Time'
54032,Current Mortgage Rates: Bank of America Fixed Home Loans and Refinance  ...,Economy,Suku Bunga Hipotek Saat Ini: Pinjaman Rumah Tetap dan Pembiayaan Kembali Bank of America ...
25668,18 things we learned from the 'Mad Men' PaleyFest panel,Entertainment,18 hal yang kami pelajari dari panel PaleyFest 'Mad Men'
51560,Bears bring it,Entertainment,Beruang membawanya
37497,Criminal charges against GM a hard case to prove,Technology,Tuntutan pidana terhadap GM merupakan kasus yang sulit dibuktikan
62155,Review: 'Draft Day' fumbles but recovers,Entertainment,Ulasan: 'Draft Day' gagal tetapi pulih
13569,White House declares June LGBT Pride Month,Technology,Gedung Putih mendeklarasikan Bulan Kebanggaan LGBT pada bulan Juni
37349,'Game of Thrones' Director Opens Up About Controversial Sex Scene,Entertainment,"Sutradara ""Game of Thrones"" Buka-bukaan Soal Adegan Seks Kontroversial"
4256,Scientists Have Created Alien DNA in a Lab,Technology,Ilmuwan Telah Menciptakan DNA Alien di Lab
18463,Jenny McCarthy announces her new show on SiriusXM,Entertainment,Jenny McCarthy mengumumkan acara barunya di SiriusXM
57604,"Google to show off smart home gadgets, wearables",Technology,Google akan memamerkan gadget rumah pintar dan perangkat yang dapat dikenakan
35781,184244 GM-Built Cars Recalled In U.S. by Suzuki,Technology,184244 Mobil Buatan GM Ditarik Di AS oleh Suzuki
51626,NY Times: Amazon Expected to Announce a Streaming Music Service this Week,Entertainment,NY Times: Amazon Diharapkan Mengumumkan Layanan Streaming Musik Minggu ini
4054,Stolen social insurance numbers can cause many problems,Economy,Nomor asuransi sosial yang dicuri dapat menimbulkan banyak masalah
60021,"Twitter, Inc. (TWTR) Debuts Real-Time Notifications for twitter.com",Technology,"Twitter, Inc. (TWTR) Meluncurkan Notifikasi Real-Time untuk twitter.com"
2507,USD/JPY – Modest Gains as BOJ Holds Course,Economy,USD/JPY – Kenaikan Kecil karena BOJ Mempertahankan Kebijakannya
26513,China to raise urban residents to 60%,Economy,Tiongkok akan meningkatkan jumlah penduduk perkotaan hingga 60%
63158,Global system used for sovereign-debt workouts remains badly in need of repair,Economy,Sistem global yang digunakan untuk menghitung utang negara masih sangat membutuhkan perbaikan
19835,Kanye West wants elite wedding security,Entertainment,Kanye West menginginkan keamanan pernikahan yang elit
53633,Churches throughout Allegheny County host sunrise Easter services,Entertainment,Gereja-gereja di seluruh Allegheny County menyelenggarakan kebaktian Paskah saat matahari terbit
23126,"Rest in peace Archie, thanks for the laughs and lessons",Entertainment,"Beristirahatlah dengan tenang Archie, terima kasih atas tawa dan pelajarannya"
456,Edgar Wright Shrinks From Marvel's 'Ant Man' Over Creative Differences,Entertainment,Edgar Wright Menyusut Dari 'Ant Man' Marvel Karena Perbedaan Kreatif
44754,Eminem apologises to his mum in touching Mother's Day music video Headlights,Entertainment,"Eminem meminta maaf kepada ibunya saat menyentuh video musik Hari Ibu, Headlights"
53261,UPDATE: Chris Brown Must Stay In Jail For One Month,Entertainment,UPDATE: Chris Brown Harus Tinggal di Penjara Selama Satu Bulan
47200,Blue Whales Prevail in the News This Week,Entertainment,Paus Biru Menang dalam Berita Minggu Ini
34193,"Justin Bieber Pokes Fun At Tom Hanks' Dancing, Posts Hilarious Video",Entertainment,"Justin Bieber Mengolok-olok Tarian Tom Hanks, Posting Video Lucu"
43563,"Nest Protect alarm back on sale, now without the dangerous glitch",Technology,"Alarm Nest Protect kembali dijual, kini tanpa kesalahan berbahaya"
27406,Euro-Area Services Surge Aids Revival as Manufacturing Cools,Economy,Lonjakan Jasa di Kawasan Euro Membantu Kebangkitan Saat Manufaktur Menurun
47993,Iphone 5S and 5C become cheaper as the iPhone 6 release date draws near,Technology,Iphone 5S dan 5C menjadi lebih murah seiring semakin dekatnya tanggal rilis iPhone 6
42201,"Apple Settles E-book Antitrust Case With States, Consumers",Technology,Apple Menyelesaikan Kasus Antitrust E-book Dengan Negara Bagian dan Konsumen
39226,Legendary Chicago House DJ Frankie Knuckles Dies at 59,Entertainment,DJ Legendaris Chicago House Frankie Knuckles Meninggal pada usia 59 tahun
19776,10 things you may not know about Casey Kasem,Entertainment,10 hal yang mungkin tidak Anda ketahui tentang Casey Kasem
26300,50 Years of Ford Mustang: 8 Snapshots of the History Behind the Icon,Technology,50 Tahun Ford Mustang: 8 Potret Sejarah Dibalik Ikon tersebut
13618,Alibaba plans U.S. flotation,Economy,Alibaba merencanakan flotasi di AS
4669,Stock Traders Buy Large Volume of Urban Outfitters Call Options (URBN),Economy,Pedagang Saham Membeli Opsi Panggilan Urban Outfitters (URBN) dalam Jumlah Besar
238,What WSJ Canada is Reading Tuesday,Economy,Apa yang Dibaca WSJ Kanada pada hari Selasa
28749,Kim Kardashian Flashes Cleavage At Bonaroo Whilst Kanye West Is Booed  ...,Entertainment,Kim Kardashian Tunjukkan Belahan Dada Di Bonaroo Sementara Kanye West Dicemooh ...
24084,American Lung Association 'State of the Air' report shows Bronx air pollution,Technology,Laporan 'State of the Air' American Lung Association menunjukkan polusi udara di Bronx
38417,Mark Carney to be quizzed by MPs over forex fixing today,Economy,Mark Carney akan ditanyai oleh anggota parlemen mengenai penetapan valas hari ini
18964,PM needs Japanese whales guarantee: Greens,Technology,PM membutuhkan jaminan paus Jepang: Partai Hijau
58891,Flashback: Garment factory collapse,Economy,Flashback: Pabrik garmen runtuh
46518,Google Now Is The Killer App For Android Wear,Technology,Google Now Adalah Aplikasi Pembunuh Untuk Android Wear
8357,"Apple, IBM form business apps partnership",Technology,Apple dan IBM membentuk kemitraan aplikasi bisnis
15238,A dwarf planet discovered by Astronomers in solar system's backyard,Technology,Sebuah planet kerdil yang ditemukan oleh para astronom di halaman belakang tata surya
36820,Brooks Wheelan Says He's Been Fired From Saturday Night Live,Entertainment,Brooks Wheelan Mengatakan Dia Telah Dipecat Dari Saturday Night Live
12460,HKIFF Review: Interesting Dot 2 Dot Concept Draws Too Slowly,Entertainment,Review HKIFF: Konsep Dot 2 Dot yang Menarik Digambar Terlalu Lambat
20126,Toyota agrees to pay $1.2bn penalty to settle criminal probe about safety issues,Technology,"Toyota setuju untuk membayar denda $1,2 miliar untuk menyelesaikan penyelidikan kriminal mengenai masalah keselamatan"
65452,"Bond Market Week Ahead: Stocks Cheer Steady Course In Monetary Policy, But  ...",Economy,"Pasar Obligasi Minggu Depan: Saham Didukung Kebijakan Moneter yang Stabil, Tapi ..."
8785,Miley Cyrus' Maserati stolen,Entertainment,Maserati Miley Cyrus dicuri
19236,Fukushima fishermen okay release of groundwater,Economy,Nelayan Fukushima oke pelepasan air tanah
51499,Apple Puts IBM Rivalry to Rest With Corporate Sales Deal,Technology,Apple Menghentikan Persaingan IBM Dengan Kesepakatan Penjualan Korporat
32763,Jessica Alba's Startup Honest Co. Valued at Nearly $1 Billion,Economy,Startup Honest Co. milik Jessica Alba Bernilai Hampir $1 Miliar
31726,Seventeen Brits arrested in FBI-led crackdown on malicious computer program,Technology,Tujuh belas warga Inggris ditangkap dalam tindakan keras yang dipimpin FBI terhadap program komputer berbahaya
4439,A Million Ways to Die in the West Sweepstakes,Entertainment,Undian Sejuta Cara untuk Mati di Barat
44757,"This wine is a dot-earthy red, full-bodied with a hint of dot-leather",Technology,"Anggur ini berwarna merah dot-earthy, bertubuh penuh dengan sedikit dot-leather"
12374,Polluted Delhi air: Does anyone care?,Technology,Udara Delhi yang tercemar: Apakah ada yang peduli?
25814,2 people dead after Amtrak train collides with SUV in Mansfield - Boston News  ...,Economy,2 orang tewas setelah kereta Amtrak bertabrakan dengan SUV di Mansfield - Boston News ...
32518,Season 4 Premiere of GAME OF THRONES is the Most-Watched Debut in HBO  ...,Entertainment,Tayang Perdana Musim ke-4 GAME OF THRONES adalah Debut yang Paling Banyak Ditonton di HBO ...
37362,Samsung Galaxy S Duos 2 vs Motorola Moto E – Top Specs and Price Comparison,Technology,Samsung Galaxy S Duos 2 vs Motorola Moto E – Spesifikasi Teratas dan Perbandingan Harga
55268,How Intel Corporation is Driving Apple's Plummeting Mac Prices,Technology,Bagaimana Intel Corporation Mendorong Jatuhnya Harga Mac Apple
5429,Ukraine referendum tensions weigh on markets,Economy,Ketegangan referendum Ukraina membebani pasar
65450,Ceylan dedicates Palme d'or to Turkey's young victims,Entertainment,Ceylan mendedikasikan Palme d'or untuk para korban muda Turki
16567,"Virtu's one trading loss in five years 'incredible', experts say",Economy,"Satu-satunya kerugian perdagangan Virtu dalam lima tahun 'luar biasa', kata para ahli"
19915,Sum 41 Vocalist Hospitalised,Entertainment,Vokalis Sum 41 dirawat di rumah sakit
26250,Plant uncertainty may hit India's telecom exports by 40%,Technology,Ketidakpastian pabrik dapat berdampak pada ekspor telekomunikasi India sebesar 40%
33940,U.S. Treasury Bonds Pull Back as Markets Rise,Economy,Obligasi Negara AS Mundur seiring Kenaikan Pasar
62534,'Mad Men' Season 7 Episode 4 Spoilers and Rumors: Online Synopsis of 'The  ...,Entertainment,Spoiler dan Rumor 'Mad Men' Season 7 Episode 4: Sinopsis Online 'The ...
60656,EC Calls Emergency Meeting amid Moscow-Kiev Failed Gas Talks,Economy,Komisi Eropa Mengadakan Pertemuan Darurat di tengah Gagalnya Pembicaraan Gas Moskow-Kiev
46131,McDonald's offers free coffee in breakfast war,Economy,McDonald's menawarkan kopi gratis dalam perang sarapan
46597,Apple-IBM deal dents BlackBerry,Technology,Kesepakatan Apple-IBM merugikan BlackBerry
4585,Jaime Lannister seizes the day in Game of Thrones season finale (with video),Entertainment,Jaime Lannister memanfaatkan hari di final musim Game of Thrones (dengan video)
29449,Europe cities gripped by taxi drivers' strike,Economy,Kota-kota di Eropa dilanda pemogokan supir taksi
39935,Obama's emissions plan could boost climate talks - KWWL - Eastern Iowa  ...,Technology,Rencana emisi Obama dapat mendorong perundingan iklim - KWWL - Eastern Iowa ...
9590,Voice Command of 'OK Google' is now Available for Use on Any Smart Phone,Technology,Perintah Suara 'OK Google' kini Tersedia untuk Digunakan di Ponsel Pintar Apa Pun
43107,Actos Bellwether Trial: $9 Billion Verdict for Plaintiffs,Economy,Uji Coba Actos Bellwether: Putusan $9 Miliar untuk Penggugat
18634,Erie Times-News,Entertainment,Erie Times-Berita
35349,Scandal Star Columbus Short Arrested!,Entertainment,Bintang Skandal Columbus Ditangkap Singkat!
9936,U.S. concerned Russia may carve out path to Crimea,Economy,AS khawatir Rusia akan membuka jalan menuju Krimea
54086,Battle over ridesharing insurance heats up,Economy,Pertarungan mengenai asuransi ridesharing semakin memanas
3459,"Jennifer Garner, Jane Lynch Among Celebs Joining 'Ban Bossy' Campaign",Entertainment,"Jennifer Garner, Jane Lynch Di Antara Selebriti yang Bergabung dalam Kampanye 'Ban Bossy'"
57979,Mini-planet with two rings of ice and pebbles discovered,Technology,Planet mini dengan dua cincin es dan kerikil ditemukan
40771,Intel Unveils Chromebooks Based on Latest Laptop Chips,Technology,Intel Meluncurkan Chromebook Berdasarkan Chip Laptop Terbaru
44120,"Stocks, bonds edge higher after Draghi's comments",Economy,Saham dan obligasi naik lebih tinggi setelah komentar Draghi
64913,145M eBay accounts hacked in security breach (Video),Technology,145 juta akun eBay diretas karena pelanggaran keamanan (Video)
60383,"Over 4.6 Million Californians Expect to Travel this Fourth of July, Says AAA",Economy,"Lebih dari 4,6 Juta Warga California Berharap untuk Bepergian pada Tanggal Empat Juli ini, Kata AAA"
37197,New Superman Revealed For 'Batman V Superman: Dawn Of Justice',Entertainment,Superman Baru Terungkap Untuk 'Batman V Superman: Dawn Of Justice'
46736,BNP Paribas Reportedly Agrees For Up To $9 Bln Settlement On Sanctions  ...,Economy,BNP Paribas Dikabarkan Setuju Penyelesaian Sanksi Hingga $9 Miliar ...
17631,European Commission forecasts Turkish economy's growth,Economy,Komisi Eropa memperkirakan pertumbuhan ekonomi Turki
49404,"Forex - Japanese yen weaker ahead of trade data, BoJ",Economy,Forex - Yen Jepang melemah menjelang data perdagangan dan BoJ
52949,What Russia knew about Tamerlan Tsarnaev,Technology,Apa yang diketahui Rusia tentang Tamerlan Tsarnaev
3265,Mars to Reach be Closest to Earth around Mid-April,Technology,Mars Akan Mencapai Titik Terdekatnya dengan Bumi sekitar Pertengahan April
27004,Selena Gomez Gets a New Arabic Tattoo – Find Out the Meaning!,Entertainment,Selena Gomez Mendapat Tato Arab Baru – Cari Tahu Artinya!
23689,Chinese Make Advances in Developing Supersonic Submarine,Technology,Tiongkok Membuat Kemajuan dalam Pengembangan Kapal Selam Supersonik
31666,AT&T- DirecTV deal may be announced Monday: Bloomberg,Economy,AT&T- Kesepakatan DirecTV dapat diumumkan Senin: Bloomberg
24973,Oil prices ease on weak Chinese trade data,Economy,Harga minyak turun karena data perdagangan Tiongkok yang lemah
22246,"Weak data, Iraq turmoil hurt stocks",Economy,Data yang lemah dan gejolak di Irak merugikan saham
62267,Get the Most Popular Beauty World News Stories in a Weekly Newsletter,Entertainment,Dapatkan Berita Dunia Kecantikan Paling Populer di Buletin Mingguan
2642,Lawyer hired by NC in probe represented Duke,Economy,Pengacara yang disewa oleh NC dalam penyelidikan mewakili Duke
10993,Anti-theft property eyed for smartphones,Technology,Properti anti maling diincar ponsel pintar
14431,Red Band 'Sex Tape' Trailer: 'This Is Your Best Idea Ever',Entertainment,Trailer 'Sex Tape' Band Merah: 'Ini Adalah Ide Terbaik Anda'
5414,Walgreen (WAG) Rises Despite Earnings Miss,Economy,Walgreen (WAG) Naik Meski Pendapatannya Meleset
9777,Watch Blue Ivy DANCING to Beyonce's Flawless as she performs at the MTV  ...,Entertainment,Tonton Blue Ivy DANCING hingga Beyonce's Flawless saat dia tampil di MTV ...
37009,Orphan Black review: Tatiana Maslany is dazzlingly impressive to watch,Entertainment,Ulasan Orphan Black: Tatiana Maslany sangat mengesankan untuk ditonton
14394,Pretty Little Liars Stars Strip Down To Bikinis For GQ,Entertainment,Bintang Pembohong Kecil Yang Cantik Menelanjangi Bikini Untuk GQ
20296,Scotland's Weir Group eyes $14.17-bn buyout of Finnish rival Metso Oyj,Economy,"Weir Group dari Skotlandia mengincar pembelian saingannya dari Finlandia, Metso Oyj, senilai $14,17 miliar"
5745,Whole Foods Earnings Numbers Decay - Analyst Blog,Economy,Penurunan Angka Pendapatan Whole Foods - Blog Analis
2264,Why Alibaba's Long Tail Makes Amazon's Look Like A Bobcat's,Economy,Mengapa Ekor Panjang Alibaba Membuat Amazon Terlihat Seperti Kucing Hutan
64280,Sequel 'Insurgent' Gets Greenlight as 'Divergent' Opens to $56 Million,Entertainment,Sekuel 'Insurgent' Mendapat Lampu Hijau saat 'Divergent' Dibuka hingga $56 Juta
54289,'How I Met Your Mother' cast reveals their favorite scenes,Entertainment,Pemeran 'How I Met Your Mother' mengungkapkan adegan favorit mereka
30905,Kate Winslet received a star on Hollywood's Walk of Fame!,Entertainment,Kate Winslet menerima bintang di Hollywood's Walk of Fame!
43712,Bergdahl's Critics Get Congressional Setting to Air Complaints,Entertainment,Kritikus Bergdahl Mendapatkan Pengaturan Kongres untuk Mengajukan Keluhan
13392,"GM says cost for small car recall, 3 recalls for separate issues to cost $300  ...",Economy,"GM mengatakan biaya untuk penarikan kembali mobil kecil, 3 penarikan untuk masalah terpisah menelan biaya $300 ..."
13171,Google's exploitation of unsecured Wi-Fi could lead to legal action,Technology,Eksploitasi Google terhadap Wi-Fi tanpa jaminan dapat mengakibatkan tindakan hukum
22441,Coachella 2014: Justin Bieber Crashed Chance The Rapper's Set,Entertainment,Coachella 2014: Justin Bieber Menghancurkan Chance The Rapper's Set
25746,'Game Of Thrones' Premiere Crashes HBO Go,Entertainment,Tayang Perdana 'Game Of Thrones' Menghancurkan HBO Go
20360,Dawn Of The Planet Of The Apes Videos Look At Deterioration Of Various Cities,Entertainment,Video Dawn Of The Planet Of The Apes Saksikan Kemunduran Berbagai Kota
53351,IMF head Christine Lagarde placed under investigation by French corruption  ...,Economy,Ketua IMF Christine Lagarde ditempatkan di bawah penyelidikan korupsi Perancis ...
2924,As I Lay Dying singer sentenced to six years in prison for plotting to kill ex-wife,Entertainment,Penyanyi As I Lay Dying divonis enam tahun penjara karena berencana membunuh mantan istrinya
46361,Johnny Winter Dies: Texas Blues Legend Known for Guitar Work Was 70,Entertainment,Johnny Winter Meninggal: Legenda Texas Blues yang Dikenal dengan Karya Gitarnya Berusia 70 Tahun
5855,Court hands retailers defeat on debit card 'swipe fees' cap,Economy,Pengadilan menyerahkan kekalahan kepada pengecer pada batas 'biaya gesek' kartu debit
22649,The First Look at 'Mockingjay' Shows a Whole New Side to the 'Hunger Games',Entertainment,Tampilan Pertama 'Mockingjay' Menunjukkan Sisi Baru 'Hunger Games'
37058,Paleontologists in Argentina discover largest dinosaur bones,Technology,Ahli paleontologi di Argentina menemukan tulang dinosaurus terbesar
49424,Mania Box Office Report: THE FUTURE RULES,Entertainment,Laporan Box Office Mania: ATURAN MASA DEPAN
49423,A Guide To All Of The Men In The Kardashian Universe,Entertainment,Panduan Untuk Semua Pria Di Alam Semesta Kardashian
13718,Michael Chiklis Joins Cast of American Horror Story: Freak Show,Entertainment,Michael Chiklis Bergabung dengan Pemeran American Horror Story: Freak Show
20074,Police: Legendary star Mickey Rooney dies at 93,Entertainment,Polisi: Bintang legendaris Mickey Rooney meninggal pada usia 93 tahun
23288,Feds Ignored Warnings on Deadly GM Glitch,Technology,FBI Mengabaikan Peringatan tentang Kesalahan GM yang Mematikan
55531,Kris Jenner reportedly furious after Kanye refused to sell wedding pictures,Entertainment,Kris Jenner dikabarkan geram setelah Kanye menolak menjual foto pernikahannya
37018,Emirates abandons huge Airbus plane order,Economy,Emirates membatalkan pesanan pesawat Airbus dalam jumlah besar
24015,"Two Earth-like-planets? No way, says study",Technology,"Dua planet mirip Bumi? Tidak mungkin, kata studi"
50223,Ryan Gosling set to produce and possibly star in Busby Berkeley biopic,Entertainment,Ryan Gosling akan memproduseri dan mungkin membintangi film biografi Busby Berkeley
29065,Movie Review: 'The Grand Budapest Hotel' is a storybook come to vivid life,Entertainment,Ulasan Film: 'The Grand Budapest Hotel' adalah buku cerita yang menjadi hidup
61088,The Walking Dead Season 4 Ends: Will All of Them Survive? [WATCH VIDEO],Entertainment,The Walking Dead Season 4 Berakhir: Akankah Semuanya Bertahan? [TONTON VIDEO]
15622,Cargo ship reaches space station,Technology,Kapal kargo mencapai stasiun luar angkasa
20824,Game Of Thrones (experts): “First Of His Name”,Entertainment,Game Of Thrones (ahli): “Nama Depannya”
36110,Venture investments jump to $9.5B in 1Q,Economy,"Investasi ventura melonjak menjadi $9,5 miliar pada 1Q"
39981,Gwar frontman David Brockie found dead,Entertainment,Vokalis Gwar David Brockie ditemukan tewas
17910,"Glen Campbell, Country Music Legend, Moved to Alzheimer's Care Facility",Entertainment,"Glen Campbell, Legenda Musik Country, Pindah ke Fasilitas Perawatan Alzheimer"
34782,Breaking Down WWE's New TV Deal and Its Fallout,Economy,Menguraikan Kesepakatan TV Baru WWE dan Dampaknya
36158,"J Law, Adam Sandler scoop big at Nickelodeon's Kids' Choice Awards",Entertainment,"J Law, Adam Sandler mendapat penghargaan besar di Nickelodeon's Kids' Choice Awards"
52063,Apple To Announce Smart Home System In June,Technology,Apple Akan Mengumumkan Sistem Rumah Pintar Pada Bulan Juni
50113,Film preparation leaves Bana with heebie jeebies,Entertainment,Persiapan film meninggalkan Bana dengan heebie jeebies
19293,Jane Fonda and Lily Tomlin to reunite for Netflix sitcom,Entertainment,Jane Fonda dan Lily Tomlin akan bersatu kembali untuk sitkom Netflix
33513,Nigeria surpasses South Africa as Africa's biggest economy,Economy,Nigeria melampaui Afrika Selatan sebagai negara dengan perekonomian terbesar di Afrika
9385,5 Biggest Michael Jackson contributions to the music world,Entertainment,5 Kontribusi Michael Jackson Terbesar di Dunia Musik
36695,"Rumours of AC/DC's demise greatly exaggerated, lead singer says",Entertainment,"Rumor bubarnya AC/DC sangat dibesar-besarkan, kata vokalisnya"
43256,NKorea denounces Kim assassination comedy,Entertainment,Korea Utara mengecam komedi pembunuhan Kim
44425,"Apple, Samsung back in court",Technology,"Apple, Samsung kembali ke pengadilan"
55191,Chinese mogul to hand out thousands of dollars in NYC's Central Park,Economy,Raja Tiongkok membagikan ribuan dolar di Central Park NYC
1650,Miranda Kerr is ready for spring in sweet figure-hugging floral midi on New York  ...,Entertainment,Miranda Kerr siap untuk musim semi dalam balutan midi bunga yang memeluk sosok manis di New York ...
57949,Intel wants more cheap tablets with x86 through Rockchip deal,Technology,Intel menginginkan lebih banyak tablet murah dengan x86 melalui kesepakatan Rockchip
50168,At a Glance: How to Avoid Tax Refund Fraud,Economy,Sekilas: Cara Menghindari Penipuan Pengembalian Pajak
39315,Ford Recalls More Than 692000 Escape SUVs,Technology,Ford Menarik Kembali Lebih dari 692.000 SUV Escape
14156,Queen brings Mercury back with unreleased songs,Entertainment,Queen menghadirkan kembali Mercury dengan lagu-lagu yang belum pernah dirilis
40295,Citigroup and Mylan are big market movers,Economy,Citigroup dan Mylan adalah penggerak pasar yang besar
11909,Apple in talks to acquire Beats for $3.2b: What this could mean for Apple,Economy,"Apple sedang dalam pembicaraan untuk mengakuisisi Beats seharga $3,2 miliar: Apa dampaknya bagi Apple"
1266,Gwyneth Paltrow Complains It's Harder To Be A Mum In Hollywood Than Work  ...,Entertainment,Gwyneth Paltrow Keluhkan Menjadi Ibu di Hollywood Lebih Sulit Daripada Bekerja ...
31777,CANNES WATCH: Uma Thurman wows in canary,Entertainment,CANNES WATCH: Uma Thurman tampil memukau dalam kenari
53906,Brazilian Real Is Back To Old Tricks...,Economy,Real Brasil Kembali Ke Trik Lama...
4667,Heartbleed online security hole FAQ: What can I do to protect myself?,Technology,FAQ tentang lubang keamanan online yang menyedihkan: Apa yang dapat saya lakukan untuk melindungi diri saya sendiri?
17106,"Mark Zuckerberg, Elon Musk and Ashton Kutcher Mysteriously Invest in Artificial  ...",Technology,"Mark Zuckerberg, Elon Musk dan Ashton Kutcher Secara Misterius Berinvestasi dalam Teknologi Buatan ..."
62475,Swiss prepare to vote on world's highest minimum wage,Economy,Swiss bersiap untuk melakukan pemungutan suara mengenai upah minimum tertinggi di dunia
63174,"Ian McKellen, Ellen Page star in new X-Men: Days of Future Past trailer",Entertainment,"Ian McKellen, Ellen Page membintangi trailer baru X-Men: Days of Future Past"
38748,Downtown Marriott to open ahead of schedule,Economy,Downtown Marriott akan dibuka lebih cepat dari jadwal
21857,Foreign banks need to be responsive to local norms: RBI Governor,Economy,Bank-bank asing harus responsif terhadap norma-norma lokal: Gubernur RBI
480,Malaysian Airlines crews suffer pain and doubt,Economy,Awak Malaysia Airlines menderita kesakitan dan keraguan
37855,Thailand Military Coup: Taylor Swift Cancels Concert Amid Security Concerns,Entertainment,Kudeta Militer Thailand: Taylor Swift Membatalkan Konser Karena Masalah Keamanan
30115,Paynter students take the ice-bucket challenge,Entertainment,Siswa pembayar menerima tantangan ember es
47549,"Yellen defends path, eyes minor reforms",Economy,Yellen membela jalan dan mengincar reformasi kecil
11827,Report: Kim Kardashian and Kanye West Getting Married in Los Angeles This  ...,Entertainment,Laporan: Kim Kardashian dan Kanye West Akan Menikah di Los Angeles Ini ...
33148,Bing responds to 'right to be forgotten' ruling: Hello? Remember us?,Technology,Bing menanggapi keputusan 'hak untuk dilupakan': Halo? Ingat kita?
25438,"Samsung Galaxy S5 Release Date, Price & Features: Android Phone Specs  ...",Technology,"Samsung Galaxy S5 Tanggal Rilis, Harga & Fitur: Spesifikasi Ponsel Android ..."
7321,It's alive! A German artist regrows Van Gogh's ear,Entertainment,Itu hidup! Seorang seniman Jerman menumbuhkan kembali telinga Van Gogh
61320,Bosh tells Heat he opts out,Entertainment,Bosh memberi tahu Heat bahwa dia memilih tidak ikut
29947,HP to cut 11000 to 16000 more jobs,Economy,HP akan memangkas 11.000 hingga 16.000 pekerjaan lagi
29079,"Halo 5: Guardians announced for 2015, Halo “journey” to continue this year",Technology,"Halo 5: Guardians mengumumkan untuk tahun 2015, “perjalanan” Halo akan berlanjut tahun ini"
19245,GM Retains Kenneth Feinberg On Recall Response,Technology,GM Mempertahankan Kenneth Feinberg Dalam Respons Penarikan Kembali
60670,Samsung Q2 net profit falls to 2-year low,Economy,Laba bersih Samsung Q2 turun ke level terendah dalam 2 tahun
47528,Antarctic whaling on hold,Technology,Perburuan paus di Antartika terhenti
60996,Watch the Lyrids meteor shower on-line,Technology,Saksikan hujan meteor Lyrids secara online
15300,The Magic School Bus Intro With Lyricsvinniered100,Entertainment,Intro Bus Sekolah Ajaib Dengan Lirikvinnired100
12459,Vienna stocks lose appeal as emerging Europe worries investors,Economy,Saham Wina kehilangan daya tariknya karena negara-negara berkembang di Eropa mengkhawatirkan investor
30043,"Photos: GM unveils Chevy Corvette Z06 convertible, Trax small SUV",Technology,"Foto: GM memperkenalkan Chevy Corvette Z06 convertible, SUV kecil Trax"
27589,Samsung Galaxy F shows off its 'Glowing Gold' garb once again,Technology,Samsung Galaxy F sekali lagi memamerkan pakaian 'Glowing Gold'-nya
41249,Fed Approves Ally's Capital Plan In Milestone for Potential IPO,Economy,Fed Menyetujui Rencana Modal Ally Sebagai Tonggak Potensi IPO
39859,Google adds 'time machine' to street view,Technology,Google menambahkan 'mesin waktu' ke tampilan jalan
63692,Honey Moon Illuminates Bermuda's Night Sky,Technology,Bulan Madu Menyinari Langit Malam Bermuda
57989,'Jersey Boys' cast shows off signature moves,Entertainment,Pemeran 'Jersey Boys' memamerkan gerakan khasnya
25707,Climate change boosts conflict,Technology,Perubahan iklim meningkatkan konflik
5925,Anticipated Cut in Medicare Advantage Plan Payments Becomes Marginal  ...,Economy,Antisipasi Pemotongan Pembayaran Medicare Advantage Plan Menjadi Marjinal ...
3506,FCC Asked to Mediate LA TV Dispute on Dodgers Games,Technology,FCC Diminta Mediasi Sengketa LA TV di Dodgers Games
5964,Shigeru Ban Named Pritzker Laureate 2014,Entertainment,Shigeru Ban Dinobatkan sebagai Pemenang Pritzker 2014
5927,Sara Gilbert and Linda Perry Head Off to Honeymoon After Wedding,Entertainment,Sara Gilbert dan Linda Perry Berangkat ke Bulan Madu Setelah Pernikahan
